	long	lat	id
261	389	15109	P0
262	413	15184	P0
263	443	15257	P0
264	568	15464	P0
265	621	15528	P0
266	679	15591	P0
267	742	15650	P0
268	811	15707	P0
269	883	15761	P0
270	960	15811	P0
271	1042	15859	P0
272	1127	15903	P0
273	1216	15944	P0
274	1308	15981	P0
275	1404	16014	P0
276	1503	16043	P0
277	1605	16068	P0
278	1710	16089	P0
279	1817	16106	P0
280	1927	16118	P0
281	2038	16125	P0
282	2152	16127	P0
283	2265	16125	P0
284	2377	16118	P0
285	2486	16106	P0
286	2594	16089	P0
287	2698	16068	P0
288	2800	16043	P0
289	2899	16014	P0
290	2995	15981	P0
291	3088	15944	P0
292	3177	15903	P0
293	3262	15859	P0
294	3343	15811	P0
295	3420	15761	P0
296	3561	15650	P0
297	3624	15591	P0
298	3683	15528	P0
299	3736	15464	P0
300	3783	15397	P0
301	3825	15328	P0
302	3861	15257	P0
303	3891	15184	P0
304	3915	15109	P0
305	3932	15032	P0
306	3942	14954	P0
307	3946	14875	P0
308	3931	1807	D
309	3886	1765	D
310	3833	1734	D
311	3775	1713	D
312	3712	1703	D
313	3647	1704	D
314	3650	1656	D
315	3646	1596	D
316	3632	1538	D
317	3610	1484	D
318	3581	1436	D
319	3545	1393	D
320	3503	1356	D
321	3456	1327	D
322	3481	1292	D
323	3517	1321	D
324	3558	1342	D
325	3603	1356	D
326	3650	1361	D
327	3701	1355	D
328	3749	1340	D
329	3791	1315	D
330	3859	1244	D
331	3932	1226	D
332	3977	1260	D
333	4015	1301	D
334	4047	1348	D
335	4071	1400	D
336	4085	1456	D
337	4090	1516	D
338	4085	1576	D
339	4070	1632	D
340	4047	1684	D
341	4015	1731	D
342	3976	1772	D
343	3931	1807	D
344	3400	1102	Ex
345	3406	1156	Ex
346	3421	1205	Ex
347	3446	1250	Ex
348	3478	1289	Ex
349	3454	1326	Ex
350	3407	1306	Ex
351	3358	1294	Ex
352	3307	1290	Ex
353	3247	1296	Ex
354	3191	1311	Ex
355	3140	1337	Ex
356	3093	1370	Ex
357	3052	1411	Ex
358	3018	1459	Ex
359	2991	1513	Ex
360	2973	1571	Ex
361	2970	1570	Ex
362	2976	1495	Ex
363	2971	1424	Ex
364	2956	1356	Ex
365	2933	1292	Ex
366	2861	1177	Ex
367	2814	1129	Ex
368	2756	1082	Ex
369	2691	1044	Ex
370	2620	1016	Ex
371	2545	999	Ex
372	2466	993	Ex
373	2402	997	Ex
374	2341	1008	Ex
375	2344	920	Ex
376	2358	828	Ex
377	2383	733	Ex
378	2412	658	Ex
379	2447	588	Ex
380	2487	525	Ex
381	2530	469	Ex
382	2577	421	Ex
383	2627	381	Ex
384	2678	349	Ex
385	2730	328	Ex
386	2782	316	Ex
387	2834	315	Ex
388	2885	326	Ex
389	2934	349	Ex
390	2977	384	Ex
391	3013	429	Ex
392	3042	483	Ex
393	3077	612	Ex
394	3083	686	Ex
395	3139	644	Ex
396	3196	612	Ex
397	3254	589	Ex
398	3311	577	Ex
399	3366	574	Ex
400	3418	583	Ex
401	3467	603	Ex
402	3511	635	Ex
403	3546	677	Ex
404	3573	727	Ex
405	3591	784	Ex
406	3601	848	Ex
407	3554	863	Ex
408	3511	887	Ex
409	3474	918	Ex
410	3443	956	Ex
411	3420	1001	Ex
412	3405	1049	Ex
413	3400	1102	Ex
414	2383	733	MSx
415	2358	828	MSx
416	2344	920	MSx
417	2342	1008	MSx
418	2267	1033	MSx
419	2197	1068	MSx
420	2135	1113	MSx
421	2080	1166	MSx
422	2034	1228	MSx
423	1997	1295	MSx
424	1957	1263	MSx
425	1919	1223	MSx
426	1893	1269	MSx
427	1861	1308	MSx
428	1825	1340	MSx
429	1785	1364	MSx
430	1741	1380	MSx
431	1691	1386	MSx
432	1641	1381	MSx
433	1591	1366	MSx
434	1541	1341	MSx
435	1494	1307	MSx
436	1539	1193	MSx
437	1555	1068	MSx
438	1549	995	MSx
439	1534	924	MSx
440	1508	858	MSx
441	1474	797	MSx
442	1432	741	MSx
443	1382	691	MSx
444	1326	649	MSx
445	1264	614	MSx
446	1279	552	MSx
447	1300	494	MSx
448	1327	443	MSx
449	1359	400	MSx
450	1397	364	MSx
451	1439	337	MSx
452	1486	320	MSx
453	1539	314	MSx
454	1592	320	MSx
455	1645	338	MSx
456	1697	366	MSx
457	1747	405	MSx
458	1794	453	MSx
459	1837	509	MSx
460	1866	446	MSx
461	1900	390	MSx
462	1939	342	MSx
463	2029	274	MSx
464	2078	256	MSx
465	2131	250	MSx
466	2183	256	MSx
467	2234	274	MSx
468	2281	303	MSx
469	2325	342	MSx
470	2364	391	MSx
471	2399	447	MSx
472	2428	511	MSx
473	2451	582	MSx
474	2414	654	MSx
475	2383	733	MSx
476	1155	1560	ABalx
477	1190	1632	ABalx
478	1215	1705	ABalx
479	1230	1779	ABalx
480	1235	1851	ABalx
481	1230	1922	ABalx
482	1215	1989	ABalx
483	1189	2052	ABalx
484	1154	2109	ABalx
485	1107	2159	ABalx
486	1048	2204	ABalx
487	981	2235	ABalx
488	909	2253	ABalx
489	834	2259	ABalx
490	756	2253	ABalx
491	678	2235	ABalx
492	600	2204	ABalx
493	525	2162	ABalx
494	453	2109	ABalx
495	386	2045	ABalx
496	328	1972	ABalx
497	282	1896	ABalx
498	248	1817	ABalx
499	214	1656	ABalx
500	215	1579	ABalx
501	254	1434	ABalx
502	291	1371	ABalx
503	341	1316	ABalx
504	389	1279	ABalx
505	441	1251	ABalx
506	498	1231	ABalx
507	557	1219	ABalx
508	539	1146	ABalx
509	533	1068	ABalx
510	539	994	ABalx
511	555	923	ABalx
512	581	856	ABalx
513	616	794	ABalx
514	659	738	ABalx
515	709	688	ABalx
516	766	646	ABalx
517	829	611	ABalx
518	897	586	ABalx
519	969	570	ABalx
520	1044	565	ABalx
521	1120	570	ABalx
522	1192	586	ABalx
523	1259	611	ABalx
524	1322	646	ABalx
525	1379	688	ABalx
526	1430	738	ABalx
527	1473	794	ABalx
528	1507	856	ABalx
529	1549	994	ABalx
530	1555	1068	ABalx
531	1550	1139	ABalx
532	1535	1207	ABalx
533	1512	1271	ABalx
534	1480	1331	ABalx
535	1441	1386	ABalx
536	1395	1435	ABalx
537	1342	1477	ABalx
538	1284	1513	ABalx
539	1222	1541	ABalx
540	1155	1560	ABalx
541	3400	1102	P4
542	3405	1050	P4
543	3420	1001	P4
544	3443	957	P4
545	3473	919	P4
546	3510	887	P4
547	3553	863	P4
548	3600	848	P4
549	3650	843	P4
550	3701	848	P4
551	3748	863	P4
552	3790	887	P4
553	3827	919	P4
554	3858	957	P4
555	3881	1001	P4
556	3895	1050	P4
557	3900	1102	P4
558	3895	1154	P4
559	3881	1202	P4
560	3858	1246	P4
561	3827	1285	P4
562	3790	1316	P4
563	3701	1355	P4
564	3600	1355	P4
565	3553	1340	P4
566	3510	1316	P4
567	3473	1285	P4
568	3443	1246	P4
569	3420	1202	P4
570	3405	1154	P4
571	3400	1102	P4
572	2341	3980	MS
573	2319	4059	MS
574	2310	4140	MS
575	2315	4220	MS
576	2332	4299	MS
577	2361	4376	MS
578	2401	4449	MS
579	2306	4459	MS
580	2215	4477	MS
581	2129	4504	MS
582	2048	4539	MS
583	1974	4580	MS
584	1908	4628	MS
585	1850	4682	MS
586	1800	4742	MS
587	1747	4731	MS
588	1740	4643	MS
589	1722	4557	MS
590	1694	4476	MS
591	1657	4399	MS
592	1611	4328	MS
593	1556	4263	MS
594	1426	4152	MS
595	1271	4072	MS
596	1289	3996	MS
597	1317	3924	MS
598	1354	3856	MS
599	1401	3794	MS
600	1455	3738	MS
601	1516	3689	MS
602	1584	3647	MS
603	1658	3613	MS
604	1736	3588	MS
605	1819	3572	MS
606	1905	3567	MS
607	1998	3573	MS
608	2086	3591	MS
609	2169	3619	MS
610	2247	3658	MS
611	2317	3705	MS
612	2380	3761	MS
613	2434	3825	MS
614	2397	3872	MS
615	2366	3924	MS
616	2341	3980	MS
617	1521	6237	ABar
618	1427	6232	ABar
619	1338	6217	ABar
620	1252	6194	ABar
621	1171	6162	ABar
622	1096	6122	ABar
623	1027	6075	ABar
624	965	6021	ABar
625	910	5962	ABar
626	864	5897	ABar
627	827	5827	ABar
628	800	5754	ABar
629	783	5676	ABar
630	777	5596	ABar
631	783	5516	ABar
632	799	5440	ABar
633	868	5456	ABar
634	938	5466	ABar
635	1011	5469	ABar
636	1099	5464	ABar
637	1185	5449	ABar
638	1267	5426	ABar
639	1344	5394	ABar
640	1484	5306	ABar
641	1600	5191	ABar
642	1648	5125	ABar
643	1687	5054	ABar
644	1719	4978	ABar
645	1727	4980	ABar
646	1725	5025	ABar
647	1730	5095	ABar
648	1747	5163	ABar
649	1773	5227	ABar
650	1808	5288	ABar
651	1852	5345	ABar
652	1905	5397	ABar
653	1964	5445	ABar
654	2031	5486	ABar
655	2103	5522	ABar
656	2181	5551	ABar
657	2264	5574	ABar
658	2264	5596	ABar
659	2259	5676	ABar
660	2242	5754	ABar
661	2214	5827	ABar
662	2177	5897	ABar
663	2131	5962	ABar
664	2077	6021	ABar
665	2015	6075	ABar
666	1946	6122	ABar
667	1790	6194	ABar
668	1704	6217	ABar
669	1614	6232	ABar
670	1521	6237	ABar
671	1757	4751	ABal
672	1752	4667	ABal
673	1738	4586	ABal
674	1714	4508	ABal
675	1681	4435	ABal
676	1641	4365	ABal
677	1593	4301	ABal
678	1539	4243	ABal
679	1478	4190	ABal
680	1411	4144	ABal
681	1339	4105	ABal
682	1263	4074	ABal
683	1182	4051	ABal
684	1098	4037	ABal
685	1011	4032	ABal
686	924	4037	ABal
687	840	4051	ABal
688	759	4074	ABal
689	682	4105	ABal
690	610	4144	ABal
691	544	4190	ABal
692	483	4243	ABal
693	428	4301	ABal
694	340	4435	ABal
695	284	4586	ABal
696	269	4667	ABal
697	264	4751	ABal
698	269	4834	ABal
699	284	4915	ABal
700	308	4993	ABal
701	340	5067	ABal
702	380	5136	ABal
703	428	5200	ABal
704	483	5259	ABal
705	544	5311	ABal
706	610	5357	ABal
707	682	5396	ABal
708	759	5427	ABal
709	840	5450	ABal
710	924	5464	ABal
711	1011	5469	ABal
712	1098	5464	ABal
713	1182	5450	ABal
714	1263	5427	ABal
715	1339	5396	ABal
716	1411	5357	ABal
717	1478	5311	ABal
718	1539	5259	ABal
719	1593	5200	ABal
720	1641	5136	ABal
721	1681	5067	ABal
722	1714	4993	ABal
723	1752	4834	ABal
724	1757	4751	ABal
725	3354	5755	ABpr
726	3346	5824	ABpr
727	3327	5892	ABpr
728	3299	5957	ABpr
729	3261	6020	ABpr
730	3214	6079	ABpr
731	3158	6134	ABpr
732	3095	6185	ABpr
733	3025	6230	ABpr
734	2949	6268	ABpr
735	2866	6300	ABpr
736	2779	6324	ABpr
737	2690	6339	ABpr
738	2603	6345	ABpr
739	2519	6343	ABpr
740	2437	6333	ABpr
741	2360	6314	ABpr
742	2287	6289	ABpr
743	2220	6256	ABpr
744	2159	6216	ABpr
745	2105	6171	ABpr
746	2060	6119	ABpr
747	2083	6009	ABpr
748	2180	5885	ABpr
749	2216	5817	ABpr
750	2243	5744	ABpr
751	2259	5668	ABpr
752	2264	5589	ABpr
753	2264	5567	ABpr
754	2364	5583	ABpr
755	2469	5589	ABpr
756	2563	5584	ABpr
757	2655	5571	ABpr
758	2742	5549	ABpr
759	2823	5520	ABpr
760	2899	5483	ABpr
761	2969	5441	ABpr
762	3031	5392	ABpr
763	3086	5337	ABpr
764	3092	5340	ABpr
765	3048	5386	ABpr
766	3068	5456	ABpr
767	3098	5522	ABpr
768	3135	5582	ABpr
769	3180	5636	ABpr
770	3232	5684	ABpr
771	3291	5724	ABpr
772	3354	5755	ABpr
773	3532	5793	C
774	3461	5788	C
775	3393	5773	C
776	3328	5749	C
777	3268	5717	C
778	3213	5677	C
779	3164	5630	C
780	3121	5576	C
781	3085	5518	C
782	3057	5454	C
783	3038	5386	C
784	3089	5334	C
785	3132	5277	C
786	3166	5217	C
787	3192	5154	C
788	3207	5087	C
789	3213	5018	C
790	3207	4951	C
791	3192	4886	C
792	3256	4836	C
793	3328	4796	C
794	3405	4768	C
795	3480	4863	C
796	3580	4925	C
797	3637	4942	C
798	3697	4948	C
799	3762	4941	C
800	3822	4922	C
801	3878	4891	C
802	3924	4942	C
803	3964	4999	C
804	3996	5061	C
805	4020	5128	C
806	4034	5198	C
807	4039	5272	C
808	4035	5343	C
809	4021	5411	C
810	4000	5475	C
811	3970	5535	C
812	3934	5590	C
813	3891	5640	C
814	3842	5684	C
815	3788	5722	C
816	3730	5752	C
817	3667	5774	C
818	3601	5788	C
819	3532	5793	C
820	3355	4575	E
821	3361	4638	E
822	3288	4687	E
823	3208	4725	E
824	3122	4751	E
825	3076	4693	E
826	3021	4640	E
827	2959	4592	E
828	2890	4550	E
829	2815	4515	E
830	2734	4486	E
831	2648	4465	E
832	2558	4452	E
833	2464	4448	E
834	2382	4451	E
835	2342	4378	E
836	2312	4301	E
837	2295	4221	E
838	2290	4140	E
839	2298	4060	E
840	2320	3980	E
841	2352	3911	E
842	2442	3794	E
843	2563	3707	E
844	2632	3676	E
845	2706	3653	E
846	2783	3639	E
847	2864	3634	E
848	2946	3639	E
849	3029	3654	E
850	3112	3679	E
851	3196	3716	E
852	3272	3762	E
853	3340	3815	E
854	3400	3875	E
855	3450	3941	E
856	3491	4011	E
857	3521	4085	E
858	3541	4161	E
859	3548	4239	E
860	3502	4269	E
861	3460	4306	E
862	3425	4350	E
863	3395	4399	E
864	3374	4454	E
865	3360	4513	E
866	3355	4575	E
867	3208	5018	ABpl
868	3202	4947	ABpl
869	3186	4878	ABpl
870	3158	4812	ABpl
871	3121	4750	ABpl
872	3075	4692	ABpl
873	3021	4639	ABpl
874	2958	4592	ABpl
875	2889	4550	ABpl
876	2814	4515	ABpl
877	2733	4486	ABpl
878	2648	4465	ABpl
879	2558	4452	ABpl
880	2464	4448	ABpl
881	2371	4452	ABpl
882	2281	4465	ABpl
883	2196	4486	ABpl
884	2115	4515	ABpl
885	2039	4550	ABpl
886	1970	4592	ABpl
887	1908	4639	ABpl
888	1854	4692	ABpl
889	1771	4812	ABpl
890	1726	4947	ABpl
891	1720	5018	ABpl
892	1726	5090	ABpl
893	1743	5159	ABpl
894	1771	5225	ABpl
895	1808	5287	ABpl
896	1854	5344	ABpl
897	1908	5397	ABpl
898	1970	5445	ABpl
899	2039	5487	ABpl
900	2115	5522	ABpl
901	2196	5550	ABpl
902	2281	5571	ABpl
903	2371	5584	ABpl
904	2464	5589	ABpl
905	2558	5584	ABpl
906	2648	5571	ABpl
907	2733	5550	ABpl
908	2814	5522	ABpl
909	2889	5487	ABpl
910	2958	5445	ABpl
911	3021	5397	ABpl
912	3075	5344	ABpl
913	3121	5287	ABpl
914	3158	5225	ABpl
915	3186	5159	ABpl
916	3208	5018	ABpl
917	3355	4575	P3
918	3360	4635	P3
919	3373	4692	P3
920	3394	4746	P3
921	3421	4795	P3
922	3456	4838	P3
923	3495	4876	P3
924	3540	4906	P3
925	3589	4929	P3
926	3642	4943	P3
927	3697	4948	P3
928	3753	4943	P3
929	3806	4929	P3
930	3855	4906	P3
931	3899	4876	P3
932	3939	4838	P3
933	3973	4795	P3
934	4001	4746	P3
935	4022	4692	P3
936	4035	4635	P3
937	4039	4575	P3
938	4035	4514	P3
939	4001	4403	P3
940	3939	4311	P3
941	3899	4273	P3
