QUALIFIER	NR_NC filter	qt_cluster 200	PC-6	3C	PC32	0	23	41	53	66
193872_s_at	1	NC	5	6	4	5	6	5	6	7
193871_s_at	1	NC	17	12	16	20	17	9	12	7
193870_s_at	1	NC	69	76	82	57	87	48	63	52
193869_at	1	1	189	126	166	211	181	193	115	114
193868_at	1	NC	6	6	5	4	5	5	6	5
193867_s_at	1	NC	6	5	5	4	6	4	6	6
193866_at	1	NC	5	5	4	6	6	5	8	6
193865_at	1	NC	7	7	6	11	10	10	14	15
193864_at	1	2	6	6	6	10	9	7	13	12
193863_s_at	1	NC	6	5	5	4	6	5	6	6
193862_s_at	1	NC	9	5	5	7	7	5	9	6
193861_at	1	NC	5	4	5	4	5	4	5	5
193860_s_at	1	1	1294	700	823	1068	832	509	417	290
193859_at	1	NC	6	5	5	4	5	5	6	5
193858_s_at	1	NC	28	24	26	27	32	45	22	21
193857_s_at	1	NC	13	18	10	22	10	15	9	13
193856_at	1	NC	228	135	217	225	272	184	294	210
193855_at	1	NC	5	5	4	4	5	4	6	7
193854_s_at	1	NC	6	6	4	5	5	5	6	6
193853_at	1	NC	6	5	6	4	5	5	6	5
193852_at	1	NC	5	4	5	4	5	4	5	5
193851_at	1	NC	5	4	4	4	5	4	5	5
193850_s_at	1	NC	5	5	5	4	5	4	6	6
193849_at	1	NC	5	6	5	4	6	5	6	6
193848_s_at	1	NC	11	9	7	10	9	8	11	9
193847_at	1	2	11	11	13	11	22	14	37	21
193846_at	1	NC	5	5	4	4	5	4	5	5
193845_s_at	0	NC	33	25	36	32	66	55	172	102
193844_at	1	NC	5	4	5	4	6	5	5	5
193843_s_at	1	NC	7	5	5	5	6	5	7	7
193842_at	1	NC	27	23	23	22	27	20	17	10
193841_s_at	0	NC	6	5	6	5	7	5	6	5
193840_at	1	NC	5	4	4	4	5	4	5	5
193839_s_at	1	NC	11	9	10	13	14	10	18	12
193838_s_at	0	NC	6	6	5	4	5	5	5	5
193837_at	1	NC	6	6	6	4	6	5	6	6
193836_s_at	1	NC	5	4	4	4	5	4	5	5
193835_s_at	1	NC	39	42	39	28	57	57	77	92
193834_at	1	NC	6	5	5	5	6	5	6	6
193833_s_at	1	2	6	4	4	4	5	5	21	37
193832_at	1	NC	31	27	23	27	16	12	11	11
193831_at	1	NC	5	5	4	4	5	5	5	6
193830_at	1	NC	6	5	5	4	5	5	5	5
193829_at	1	NC	5	7	6	6	7	7	8	7
193828_at	1	NC	6	8	5	5	7	7	6	8
193827_s_at	1	NC	50	46	48	48	44	39	44	49
193826_at	1	NC	5	5	5	4	7	4	7	6
193825_at	1	NC	5	4	4	4	5	4	5	5
193824_s_at	1	9	90	108	79	66	134	164	205	220
193823_at	1	NC	5	5	6	4	6	4	6	5
193822_at	1	NC	6	6	5	4	7	6	7	6
193821_at	1	4	74	75	79	69	66	86	89	92
193820_s_at	1	1	86	59	58	57	41	30	24	22
193819_at	1	NC	5	5	5	4	5	5	6	6
193818_s_at	1	NC	5	4	4	4	5	4	5	5
193817_at	1	NC	5	5	4	4	6	5	5	5
193816_at	1	3	128	88	158	76	178	107	147	81
193815_at	1	NC	5	5	4	4	5	4	5	5
193814_at	1	NC	47	46	48	126	58	44	61	56
193813_at	1	NC	28	26	29	24	32	17	19	14
193812_at	1	NC	6	8	6	4	6	5	6	6
193811_at	1	NC	5	6	4	4	5	4	5	5
193810_at	1	NC	6	6	6	5	7	9	9	10
193809_at	1	NC	10	13	15	12	23	12	8	17
193808_s_at	0	NC	5	4	4	4	5	5	6	5
193807_at	1	NC	5	4	5	4	5	4	5	5
193806_s_at	1	13	102	70	63	109	34	42	25	28
193805_at	1	NC	7	6	8	19	10	8	7	8
193804_at	1	NC	6	7	5	6	6	4	6	5
193803_s_at	1	2	180	229	231	156	165	262	261	278
193802_at	0	NC	46	49	51	45	45	72	75	76
193801_s_at	0	NC	5	5	4	4	5	4	5	5
193800_at	1	NC	6	5	6	6	6	6	6	7
193799_at	1	NC	6	7	5	5	6	5	6	6
193798_s_at	1	NC	16	17	14	36	22	16	14	10
193797_at	1	NC	6	6	5	4	6	6	6	6
193796_at	1	10	67	51	69	51	90	65	37	23
193795_s_at	1	NC	62	54	58	37	70	56	133	112
193794_s_at	1	2	32	34	43	30	57	65	101	93
193793_s_at	1	NC	6	5	6	5	7	5	5	6
193792_s_at	1	1	127	118	128	148	82	61	44	53
193791_s_at	1	NC	273	298	303	338	265	204	360	284
193790_at	1	NC	5	4	4	4	5	4	5	5
193789_at	1	NC	7	6	6	5	6	5	7	6
193788_at	1	NC	7	6	6	6	8	6	10	9
193787_at	1	NC	5	5	5	6	7	6	7	6
193786_at	1	NC	5	5	5	4	6	4	6	6
193785_s_at	1	7	193	182	279	144	328	187	472	351
193784_at	1	NC	28	19	25	29	23	13	19	12
193783_at	1	NC	5	4	4	4	5	4	5	5
193782_s_at	0	NC	129	133	142	115	143	166	209	202
193781_at	1	NC	5	6	5	4	6	4	6	7
193780_at	1	NC	5	6	5	4	6	5	6	5
193779_at	1	NC	6	6	5	4	6	5	6	5
193778_s_at	1	1	124	109	110	162	98	66	30	25
193777_s_at	0	NC	168	135	156	154	155	121	191	167
193776_at	1	6	456	296	353	451	211	124	117	102
193775_at	1	14	136	104	136	193	143	135	171	145
193774_s_at	0	NC	5	5	5	4	5	4	5	6
193773_at	1	NC	6	5	5	4	5	4	5	5
193772_s_at	1	NC	328	198	303	292	423	221	591	364
193771_s_at	1	1	97	117	103	120	108	70	40	38
193770_s_at	1	4	8	14	11	7	8	7	13	14
193769_s_at	1	NC	5	6	5	4	5	4	5	5
193768_at	1	2	7	6	8	5	7	5	9	12
193767_s_at	1	NC	131	97	133	132	150	145	223	191
193766_s_at	1	NC	5	5	4	4	5	5	5	5
193765_at	1	NC	5	4	5	4	5	4	5	6
193764_at	1	NC	5	5	5	4	5	5	5	6
193763_at	1	NC	6	7	5	4	5	4	6	5
193762_at	1	NC	5	5	4	4	5	4	5	5
193761_at	1	2	5	5	5	5	6	6	11	11
193760_s_at	1	4	11	15	12	10	12	13	19	25
193759_at	1	4	5	4	4	4	5	4	8	8
193758_at	1	2	5	5	5	4	5	5	7	6
193757_at	1	NC	5	5	4	4	5	5	5	6
193756_at	1	NC	241	281	257	216	217	260	279	372
193755_s_at	1	NC	447	312	531	537	543	323	535	325
193754_at	1	NC	14	13	13	13	18	7	9	7
193753_at	1	NC	7	6	6	5	7	5	6	6
193752_s_at	1	NC	18	9	12	10	9	8	9	8
193751_at	1	4	7	6	6	5	6	6	9	9
193750_at	1	NC	7	7	8	6	7	7	6	7
193749_at	1	NC	5	5	4	4	5	4	6	6
193748_at	1	NC	5	4	4	4	5	4	5	5
193747_s_at	1	5	50	42	63	33	102	53	127	80
193746_s_at	1	NC	6	5	4	4	6	5	6	6
193745_at	1	NC	48	40	54	67	80	67	83	76
193744_s_at	1	NC	13	11	12	13	20	10	10	8
193743_at	1	NC	5	4	5	5	5	5	6	6
193742_at	1	NC	7	6	5	6	6	5	6	6
193741_at	1	NC	5	4	4	4	5	4	5	5
193740_at	1	NC	5	4	4	4	5	5	5	5
193739_s_at	1	NC	10	6	7	13	8	7	8	7
193738_s_at	1	NC	9	9	9	7	14	7	6	6
193737_s_at	1	NC	191	195	192	266	278	244	368	346
193736_at	1	8	20	21	29	22	63	86	265	220
193735_at	1	NC	6	6	6	5	6	5	7	7
193734_at	1	NC	6	5	4	4	5	4	5	5
193733_at	1	NC	5	5	5	4	5	4	5	5
193732_at	1	NC	5	5	5	4	5	4	5	5
193731_s_at	1	NC	30	18	31	24	49	25	65	31
193730_at	1	7	38	35	36	18	27	28	34	38
193729_at	1	NC	5	5	4	4	5	4	6	5
193728_at	1	NC	5	4	5	4	6	4	5	5
193727_at	1	NC	95	69	96	99	93	110	106	100
193726_at	1	NC	65	52	80	42	82	90	103	104
193725_at	1	NC	35	28	26	53	22	23	17	21
193724_at	1	NC	5	4	5	4	6	4	6	5
193723_s_at	1	NC	6	5	5	4	5	4	5	5
193722_at	1	NC	29	28	28	35	18	45	14	25
193721_at	1	NC	6	5	4	4	5	4	5	5
193720_at	1	2	8	6	6	6	8	8	13	11
193719_s_at	1	NC	15	7	8	17	7	5	9	12
193718_at	1	NC	7	6	6	11	11	8	8	8
193717_at	1	NC	5	5	5	4	5	4	5	5
193716_s_at	1	NC	5	5	4	4	5	5	7	5
193715_at	1	NC	5	4	4	4	5	5	5	5
193714_at	1	NC	50	50	37	37	40	24	30	29
193713_s_at	1	NC	6	5	5	6	8	5	8	8
193712_s_at	1	4	6	7	5	5	6	5	6	5
193711_s_at	1	NC	5	4	5	4	5	4	5	5
193710_at	1	NC	26	16	27	22	33	27	23	25
193709_at	1	8	270	362	305	221	354	429	674	901
193708_s_at	1	NC	50	49	49	44	41	47	37	42
193707_s_at	1	NC	6	5	6	5	7	5	6	6
193706_s_at	1	NC	23	36	29	24	34	27	17	15
193705_s_at	1	NC	5	5	4	4	5	4	5	5
193704_at	1	NC	82	102	88	121	155	130	159	183
193703_s_at	0	NC	5	5	4	4	6	4	5	6
193702_s_at	1	NC	21	16	22	19	51	36	59	27
193701_s_at	1	NC	5	5	4	4	5	4	6	7
193700_s_at	1	4	13	9	9	13	8	6	7	8
193699_at	1	NC	6	4	5	4	5	4	5	5
193698_at	1	NC	13	10	8	9	10	8	10	9
193697_s_at	1	NC	70	59	60	147	71	68	60	59
193696_at	1	1	14	22	20	49	40	23	12	10
193695_at	1	NC	6	5	4	4	5	4	6	6
193694_at	1	NC	6	5	5	4	7	5	6	5
193693_s_at	1	NC	5	4	5	4	6	4	5	5
193692_s_at	1	4	46	34	56	37	57	61	81	62
193691_at	1	NC	5	4	4	4	6	4	5	5
193690_at	1	NC	10	8	14	14	16	9	10	8
193689_at	1	NC	10	10	10	12	12	10	14	11
193688_s_at	0	NC	5	4	4	4	5	4	5	5
193687_at	1	1	23	33	28	17	23	21	9	9
193686_at	1	8	6	5	5	5	7	10	21	25
193685_at	1	NC	6	5	6	5	6	5	6	6
193684_at	1	NC	6	6	5	4	6	4	5	5
193683_s_at	1	2	11	8	12	9	11	8	15	14
193682_s_at	1	NC	23	21	20	22	26	18	22	20
193681_at	1	NC	6	5	4	4	5	4	5	5
193680_at	1	NC	5	5	4	4	5	4	5	5
193679_s_at	1	NC	7	7	5	5	7	5	6	5
193678_at	1	5	236	233	289	203	354	323	697	650
193677_at	1	NC	6	4	5	4	6	5	6	6
193676_s_at	1	NC	6	5	5	4	5	4	5	5
193675_at	1	NC	6	5	5	4	5	4	6	5
193674_s_at	1	5	359	255	343	192	365	236	634	464
193673_s_at	1	4	5	4	5	4	5	4	5	6
193672_s_at	1	1	194	167	249	171	211	154	113	97
193671_at	1	NC	6	7	7	8	8	8	8	6
193670_at	1	NC	6	5	5	5	5	5	6	5
193669_s_at	1	8	12	15	13	15	24	41	82	86
193668_s_at	1	NC	6	5	4	5	6	5	6	6
193667_at	1	NC	7	6	5	8	10	9	11	7
193666_at	1	NC	137	80	149	57	161	83	179	92
193665_s_at	0	NC	7	6	6	7	7	5	7	6
193664_s_at	1	NC	166	78	176	103	200	112	267	157
193663_s_at	1	NC	11	12	9	17	10	11	9	9
193662_at	1	1	116	105	111	191	73	104	36	62
193661_at	1	NC	5	4	4	4	5	4	5	5
193660_at	1	NC	5	4	4	4	5	4	5	5
193659_at	1	NC	9	8	7	6	7	7	9	6
193658_at	1	NC	19	17	19	23	23	17	10	11
193657_at	1	NC	5	5	4	4	5	4	5	5
193656_s_at	1	4	72	48	53	20	35	24	30	29
193655_s_at	1	NC	11	11	11	15	11	13	8	8
193654_at	1	NC	7	5	6	5	5	5	6	7
193653_s_at	1	26	68	35	78	43	114	60	174	100
193652_s_at	1	23	106	94	88	330	109	110	71	82
193651_s_at	1	NC	7	7	6	6	7	7	11	11
193650_at	1	NC	117	97	108	161	121	92	95	81
193649_s_at	1	NC	6	5	6	4	6	5	5	6
193648_at	1	NC	5	6	5	4	6	5	7	6
193647_s_at	1	NC	9	15	7	7	7	8	8	9
193646_s_at	1	NC	21	18	14	21	16	6	8	6
193645_at	1	3	159	151	176	257	215	239	225	157
193644_s_at	1	7	109	117	126	144	163	175	195	197
193643_s_at	1	NC	7	7	6	6	9	8	12	11
193642_at	1	5	23	15	23	13	32	21	53	46
193641_at	1	NC	6	5	5	4	6	6	7	7
193640_s_at	1	NC	6	5	5	4	6	5	6	6
193639_at	1	23	59	14	15	15	10	7	9	9
193638_s_at	1	13	38	17	20	19	22	6	7	5
193637_at	1	NC	7	7	7	5	6	5	6	6
193636_s_at	1	NC	7	5	6	5	7	6	7	7
193635_s_at	1	NC	29	18	23	39	15	18	15	13
193634_s_at	1	NC	5	5	5	6	8	7	10	7
193633_s_at	1	NC	80	65	90	59	93	60	73	42
193632_s_at	0	NC	6	4	4	4	5	4	5	5
193631_at	1	NC	5	5	5	4	6	4	6	6
193630_at	1	4	12	16	11	13	14	16	11	13
193629_at	1	2	9	14	14	8	8	11	10	14
193628_at	1	NC	5	7	5	6	7	7	6	7
193627_at	1	NC	208	157	225	267	370	305	435	284
193626_s_at	0	NC	642	491	488	456	295	214	175	146
193625_at	1	NC	6	5	4	4	5	4	5	5
193624_s_at	1	NC	30	18	48	28	66	38	87	46
193623_at	1	NC	5	5	5	4	20	5	6	5
193622_at	1	28	5	4	4	4	5	4	5	8
193621_s_at	1	NC	6	5	4	4	5	4	5	5
193620_at	1	NC	126	235	135	165	89	234	137	255
193619_at	1	NC	7	6	6	6	6	6	6	6
193618_at	1	5	7	7	8	7	9	18	34	46
193617_at	1	NC	5	5	4	4	6	4	5	5
193616_at	1	NC	5	5	4	4	8	16	11	11
193615_at	1	NC	346	365	390	309	394	373	447	444
193614_s_at	1	5	66	53	60	48	85	80	219	234
193613_s_at	1	NC	7	6	6	6	7	7	7	7
193612_at	1	3	1741	1308	1777	929	1389	1205	1154	883
193611_at	1	6	280	169	200	226	93	74	34	37
193610_s_at	1	NC	5	5	6	4	6	6	6	7
193609_at	1	5	37	23	57	25	64	34	112	53
193608_at	1	NC	5	4	4	4	5	4	5	5
193607_at	1	NC	59	47	66	39	36	22	30	22
193606_at	1	NC	5	4	4	4	5	4	5	5
193605_at	1	NC	46	36	31	18	21	19	13	15
193604_at	1	NC	6	6	6	4	6	5	5	6
193603_s_at	1	NC	27	26	27	18	31	26	25	31
193602_at	1	NC	6	5	4	4	5	5	5	6
193601_at	1	NC	6	6	6	5	7	6	6	8
193600_s_at	1	NC	16	15	16	19	14	10	12	13
193599_at	1	NC	5	5	5	4	5	4	5	5
193598_at	1	NC	6	5	5	4	5	5	6	5
193597_s_at	1	4	17	23	11	25	15	15	14	14
193596_s_at	1	2	15	14	21	10	26	20	81	50
193595_at	1	NC	6	5	5	4	5	5	6	5
193594_at	1	NC	6	5	5	5	6	5	5	6
193593_s_at	1	NC	5	6	6	5	7	7	7	6
193592_s_at	1	NC	5	6	4	4	5	5	7	6
193591_s_at	1	NC	33	26	33	41	48	52	59	42
193590_s_at	1	NC	5	6	6	5	7	5	7	7
193589_at	1	NC	5	4	4	4	5	4	5	5
193588_s_at	0	NC	8	6	6	7	7	10	9	9
193587_at	1	NC	5	5	4	4	5	4	5	5
193586_at	1	1	86	67	115	46	117	47	61	33
193585_at	1	NC	7	6	6	8	8	7	7	6
193584_s_at	0	NC	6	6	5	4	6	6	6	6
193583_at	1	NC	6	6	6	5	6	5	7	6
193582_at	1	NC	5	6	5	4	6	5	5	6
193581_at	1	NC	6	5	5	4	5	5	6	6
193580_at	1	NC	7	6	7	6	6	6	8	7
193579_at	1	NC	5	5	4	5	5	4	6	6
193578_at	1	1	101	166	139	96	89	99	52	72
193577_at	1	NC	5	5	5	4	5	4	5	5
193576_at	1	2	6	5	5	5	6	5	8	7
193575_s_at	1	NC	53	47	61	45	68	62	86	58
193574_at	1	NC	5	5	4	4	5	4	6	5
193573_at	1	NC	6	5	4	4	6	5	6	5
193572_at	1	NC	5	4	4	4	5	5	5	5
193571_at	1	2	19	23	27	35	37	49	49	58
193570_at	1	NC	6	5	5	4	5	4	5	5
193569_at	1	NC	5	5	4	4	6	4	6	5
193568_at	1	NC	6	5	5	4	5	5	6	5
193567_at	1	NC	7	6	6	4	6	5	5	5
193566_at	1	NC	5	5	4	4	5	4	5	5
193565_at	1	NC	6	6	4	5	5	5	6	7
193564_s_at	1	35	42	14	35	84	48	22	27	20
193563_at	1	NC	5	5	4	4	5	4	6	5
193562_s_at	0	NC	6	5	5	4	5	5	6	6
193561_at	1	NC	5	4	4	4	5	4	5	6
193560_s_at	1	NC	6	7	5	5	5	5	7	6
193559_s_at	1	NC	6	5	5	4	6	5	7	5
193558_at	1	NC	5	5	4	4	5	4	5	5
193557_at	1	NC	5	4	4	4	5	4	6	5
193556_at	1	NC	5	4	5	4	5	4	6	5
193555_s_at	1	NC	6	6	5	9	8	7	8	16
193554_s_at	1	NC	12	12	13	14	12	11	14	17
193553_s_at	1	NC	7	6	5	5	6	6	6	6
193552_s_at	1	2	19	23	25	27	50	49	107	107
193551_s_at	1	NC	7	6	6	8	8	7	9	8
193550_s_at	1	NC	241	217	316	232	296	299	382	281
193549_at	1	NC	5	5	4	5	5	4	6	6
193548_at	1	2	21	22	23	22	31	31	56	61
193547_at	1	1	116	66	93	128	121	88	49	31
193546_at	1	NC	5	6	5	4	5	4	6	6
193545_s_at	1	NC	5	5	4	4	5	4	5	5
193544_s_at	1	3	118	94	145	77	167	140	125	87
193543_at	1	NC	6	6	5	4	6	6	7	7
193542_at	1	NC	10	8	6	6	7	5	6	5
193541_at	1	NC	5	5	4	4	5	5	6	5
193540_s_at	1	NC	6	7	6	5	6	6	7	7
193539_at	1	2	9	8	7	7	7	8	8	12
193538_s_at	1	NC	5	4	4	4	5	4	5	5
193537_s_at	1	NC	8	9	7	6	7	8	13	11
193536_at	1	NC	6	5	5	5	5	5	6	6
193535_s_at	1	NC	17	20	18	28	28	23	22	15
193534_at	1	NC	6	7	6	4	6	6	7	7
193533_s_at	1	3	64	54	65	65	81	57	50	30
193532_at	1	NC	5	5	5	6	5	4	6	5
193531_at	1	NC	6	5	5	4	5	4	5	6
193530_at	1	NC	5	5	5	4	5	4	5	5
193529_at	1	NC	5	5	4	4	5	4	5	5
193528_s_at	1	NC	5	4	4	4	5	4	5	5
193527_at	1	NC	7	10	7	7	7	8	10	9
193526_s_at	1	4	13	10	11	13	17	13	18	15
193525_s_at	0	NC	5	5	4	4	5	4	5	5
193524_at	1	NC	5	6	4	6	7	6	5	6
193523_at	1	3	70	74	65	31	53	39	75	27
193522_s_at	1	NC	5	4	4	4	5	4	5	5
193521_s_at	1	NC	5	4	5	4	5	4	5	5
193520_at	1	NC	6	4	4	4	5	4	5	5
193519_s_at	1	6	60	40	45	75	50	22	16	18
193518_s_at	1	NC	6	5	6	5	6	5	6	5
193517_at	1	NC	40	47	53	90	60	64	40	42
193516_at	1	NC	33	37	29	29	17	11	10	8
193515_at	1	NC	6	5	5	6	6	5	6	7
193514_at	1	2	9	10	12	6	11	9	8	14
193513_s_at	1	NC	11	13	16	30	21	16	19	18
193512_s_at	1	14	163	95	159	164	210	133	226	163
193511_at	1	NC	5	4	4	4	5	4	6	5
193510_s_at	1	NC	5	4	4	4	5	4	5	5
193509_s_at	1	NC	33	14	18	16	15	6	9	7
193508_at	1	NC	6	5	5	4	6	4	5	6
193507_at	1	NC	7	5	6	5	7	5	7	7
193506_at	1	1	101	72	62	115	86	51	30	25
193505_at	1	NC	6	5	5	5	6	5	6	6
193504_at	1	NC	5	5	4	4	5	4	5	5
193503_s_at	0	NC	7	6	9	7	14	7	15	8
193502_s_at	1	4	61	49	60	67	57	42	53	47
193501_s_at	1	NC	7	9	8	19	8	13	10	8
193500_s_at	1	NC	328	451	332	570	334	480	354	513
193499_s_at	1	9	14	15	13	12	33	27	67	49
193498_at	1	NC	6	6	6	5	6	4	7	6
193497_at	1	NC	5	5	5	4	5	4	5	5
193496_s_at	1	NC	6	6	5	5	6	5	7	7
193495_at	1	NC	6	5	5	5	6	5	6	6
193494_at	1	NC	5	5	4	4	5	4	6	5
193493_at	1	NC	5	5	4	4	5	4	5	5
193492_at	1	NC	5	5	4	4	5	4	6	6
193491_at	1	NC	36	25	27	26	24	16	14	14
193490_s_at	1	1	64	46	52	58	39	31	19	16
193489_s_at	1	NC	22	34	23	18	33	36	39	46
193488_at	1	NC	107	95	149	93	200	135	269	225
193487_at	1	NC	6	5	4	5	6	5	6	7
193486_at	1	NC	6	5	5	4	5	4	5	5
193485_at	1	NC	50	69	51	63	54	56	57	56
193484_s_at	1	18	61	91	58	49	57	50	42	64
193483_at	1	NC	5	4	4	4	5	4	5	5
193482_at	1	NC	5	4	4	5	6	4	5	6
193481_at	1	NC	7	6	5	5	6	5	6	5
193480_at	1	NC	23	31	26	20	27	38	38	36
193479_at	1	NC	5	4	4	4	5	4	5	5
193478_s_at	1	NC	165	145	128	182	161	188	166	190
193477_s_at	1	NC	7	5	6	5	6	5	7	6
193476_at	1	NC	5	4	4	4	5	4	5	5
193475_s_at	1	NC	6	5	5	5	6	5	6	7
193474_s_at	1	NC	5	5	5	8	6	7	6	6
193473_s_at	1	NC	5	5	4	4	5	4	5	5
193472_at	1	NC	5	5	4	4	5	4	6	5
193471_s_at	1	25	31	32	40	54	92	61	58	33
193470_at	1	NC	5	6	5	4	6	5	6	7
193469_at	1	NC	6	6	4	4	6	4	6	6
193468_at	1	NC	82	95	105	82	118	91	123	137
193467_s_at	1	NC	6	7	8	6	9	8	8	8
193466_s_at	1	2	16	11	11	12	32	47	181	146
193465_at	1	2	87	56	110	31	85	71	146	112
193464_s_at	1	NC	6	6	5	4	6	5	6	6
193463_s_at	0	NC	6	5	5	4	6	5	6	5
193462_at	1	NC	6	5	7	4	8	7	9	10
193461_at	1	1	79	105	54	106	31	29	14	17
193460_at	1	NC	6	6	5	5	7	6	7	8
193459_s_at	1	NC	5	4	4	4	5	4	5	5
193458_s_at	1	NC	7	6	6	7	8	11	8	10
193457_s_at	0	NC	5	5	4	4	5	4	6	5
193456_at	1	1	70	48	71	37	61	32	12	13
193455_at	1	NC	6	6	5	4	6	5	6	6
193454_at	1	NC	6	7	5	5	7	4	5	5
193453_at	1	NC	6	6	6	5	6	5	6	6
193452_at	1	NC	6	5	4	4	5	4	6	6
193451_at	1	NC	8	6	6	6	7	6	7	7
193450_at	1	NC	6	5	4	5	7	4	6	5
193449_at	1	NC	6	5	4	4	5	4	5	5
193448_s_at	1	NC	22	19	23	17	20	13	24	17
193447_at	1	NC	5	7	5	4	5	4	6	5
193446_s_at	0	NC	42	33	32	64	47	30	34	38
193445_s_at	0	NC	6	6	5	5	5	4	5	5
193444_at	0	NC	6	5	5	4	5	4	6	5
193443_s_at	1	NC	79	105	90	139	124	125	132	123
193442_at	1	NC	5	5	5	4	5	5	5	5
193441_s_at	1	NC	5	5	4	4	5	4	6	5
193440_s_at	1	NC	6	7	5	5	10	9	13	10
193439_at	1	NC	5	4	5	4	5	4	5	5
193438_at	1	1	152	140	116	160	95	75	57	54
193437_s_at	1	NC	8	7	7	4	6	5	6	6
193436_s_at	0	NC	5	5	4	4	5	4	5	5
193435_at	1	NC	5	5	4	4	5	4	5	5
193434_s_at	1	NC	102	131	115	109	106	199	193	204
193433_at	1	NC	6	5	4	4	5	5	5	5
193432_at	1	NC	7	6	6	6	7	6	7	7
193431_at	1	NC	7	6	7	6	7	6	7	6
193430_at	1	1	41	22	23	155	44	80	27	45
193429_at	1	NC	5	4	4	4	5	4	6	6
193428_s_at	1	1	136	99	105	214	80	57	26	27
193427_at	1	NC	140	165	157	220	182	228	212	260
193426_at	1	NC	6	5	5	5	6	5	6	6
193425_at	1	NC	7	6	6	5	6	5	7	7
193424_at	1	NC	5	4	4	4	5	4	6	5
193423_s_at	1	NC	6	7	5	5	6	5	6	7
193422_s_at	0	NC	77	113	75	298	118	188	114	170
193421_at	1	NC	5	5	5	4	5	4	5	6
193420_s_at	1	10	62	48	73	39	76	49	28	21
193419_at	1	NC	7	6	6	5	7	5	6	7
193418_s_at	1	NC	6	5	5	4	5	4	5	5
193417_at	1	NC	6	5	5	5	6	5	6	6
193416_s_at	1	NC	5	4	5	4	5	5	6	6
193415_at	1	NC	5	5	4	4	5	4	5	5
193414_s_at	1	NC	7	6	5	5	7	5	6	6
193413_at	1	NC	5	6	5	4	6	5	5	5
193412_s_at	1	NC	84	125	99	112	140	210	133	266
193411_s_at	0	NC	5	5	4	4	5	4	5	5
193410_at	1	NC	5	5	5	4	5	5	5	5
193409_at	1	NC	5	4	4	4	5	4	5	5
193408_at	0	NC	5	5	4	4	5	4	5	5
193407_at	1	1	83	74	77	79	64	54	26	20
193406_s_at	0	NC	32	31	35	30	35	36	27	20
193405_at	1	NC	5	4	4	4	5	4	5	5
193404_at	1	4	17	11	14	10	11	9	8	8
193403_s_at	1	NC	5	4	5	4	5	4	5	5
193402_at	0	NC	7	15	9	9	8	16	7	9
193401_at	1	NC	6	6	6	6	6	7	7	7
193400_s_at	1	NC	9	6	9	14	16	9	17	9
193399_s_at	1	NC	129	117	145	177	160	160	241	194
193398_s_at	1	1	66	30	38	29	24	16	17	15
193397_at	1	NC	63	52	79	67	97	56	107	74
193396_s_at	1	NC	268	278	280	516	313	463	358	576
193395_at	1	NC	7	6	6	8	9	7	8	6
193394_at	1	NC	6	5	6	5	6	5	6	6
193393_at	1	4	5	5	5	4	5	4	5	5
193392_at	1	21	36	22	26	15	12	14	8	10
193391_at	1	1	23	41	42	40	33	17	9	11
193390_at	1	NC	5	5	5	4	5	4	5	5
193389_at	1	8	5	5	6	4	15	45	123	118
193388_s_at	1	NC	6	6	6	5	7	5	6	5
193387_at	1	NC	5	5	4	4	6	4	7	5
193386_at	1	18	129	88	84	134	96	64	86	75
193385_at	1	NC	5	5	6	4	6	4	5	5
193384_at	1	NC	6	5	6	14	10	8	6	5
193383_at	1	NC	11	9	12	18	13	8	10	7
193382_at	1	5	25	25	22	25	29	47	48	62
193381_s_at	1	NC	22	14	29	15	38	27	56	37
193380_s_at	1	NC	18	14	15	16	21	19	22	22
193379_at	1	NC	6	6	5	4	5	5	6	5
193378_at	1	NC	6	7	6	5	6	6	7	8
193377_at	1	NC	6	5	4	4	5	5	5	5
193376_at	1	NC	5	4	5	4	5	5	5	5
193375_at	1	NC	6	7	6	5	6	5	6	6
193374_s_at	1	NC	81	58	88	47	104	72	169	116
193373_at	1	NC	6	4	4	4	5	5	5	5
193372_at	1	3	33	51	45	35	74	53	58	28
193371_at	1	NC	6	5	5	4	6	5	6	6
193370_s_at	0	NC	9	8	12	13	19	16	29	21
193369_at	0	NC	5	5	5	4	5	5	6	6
193368_s_at	1	NC	7	6	6	8	10	7	7	7
193367_at	1	NC	5	6	5	4	6	5	6	6
193366_at	1	NC	6	6	6	5	7	5	6	6
193365_at	1	NC	6	4	4	5	6	5	6	6
193364_at	1	NC	6	7	6	6	7	5	7	7
193363_at	1	NC	5	4	4	4	5	4	5	5
193362_at	1	32	24	24	31	31	64	43	34	28
193361_at	1	NC	5	4	4	4	5	4	5	5
193360_s_at	1	NC	68	52	84	54	98	47	71	57
193359_at	1	NC	5	6	5	4	5	5	5	5
193358_at	1	NC	5	5	4	4	5	4	5	5
193357_at	1	NC	5	5	4	4	5	4	5	5
193356_s_at	1	NC	7	6	5	5	6	5	6	6
193355_at	1	NC	5	5	4	4	5	5	5	5
193354_s_at	1	NC	5	5	4	4	5	4	5	5
193353_s_at	1	NC	5	5	4	4	5	4	5	5
193352_at	1	NC	5	4	5	4	5	4	5	5
193351_s_at	1	1	119	84	125	90	102	41	31	19
193350_at	1	NC	6	6	5	4	6	6	7	6
193349_at	1	NC	5	4	4	4	5	4	5	5
