Probe Set ID	Gene Symbol	Ensembl
172493_x_at	---	Y17G7B.2
172494_at	---	H12I13.3
172495_x_at	---	---
172496_x_at	---	---
172497_x_at	---	R12E2.15
172498_x_at	---	---
172499_x_at	---	F07G11.2
172500_x_at	---	---
172501_at	---	F19B10.3
172502_x_at	---	F23C8.12
172503_x_at	---	W08E12.3
172504_x_at	---	F59E12.5 /// F59E12.4
172505_x_at	---	Y26D4A.11
172506_x_at	---	E03H12.5
172507_x_at	---	F54A5.3
172508_x_at	---	F07G11.7
172509_at	---	---
172510_x_at	---	Y17G9B.6
172511_x_at	---	---
172512_x_at	---	R08C7.11
172513_at	---	C54A12.3
172514_x_at	ubl-5	F46F11.4
172515_x_at	---	W08A12.2
172516_x_at	---	Y39G8B.1
172517_x_at	---	Y39G8B.1
172518_x_at	---	Y73F8A.32
172519_x_at	---	F52F10.1
172520_x_at	---	Y62F5A.1
172521_x_at	---	Y47H9C.12
172522_x_at	---	---
172523_x_at	---	T24A6.17 /// F40C5.2
172524_x_at	---	---
172525_x_at	---	T19E10.1
172526_x_at	---	K01A2.8
172527_x_at	nspd-3	C24D10.7
172528_x_at	---	R01B10.2
172529_x_at	---	---
172530_x_at	srw-141	H27D07.2
172531_x_at	---	Y46H3C.5
172532_x_at	---	ZC239.13
172533_x_at	---	Y105C5B.3
172534_x_at	---	T13A10.1
172535_s_at	---	W03F9.2
172536_x_at	---	Y71A12B.7 /// T16A9.1
172537_x_at	---	Y45F10B.3
172538_x_at	srw-142	H05B21.3
172539_x_at	---	F49C12.11
172540_x_at	---	C44E12.3
172541_x_at	---	K01A2.8
172542_at	---	C47C12.2
172543_x_at	---	F35F10.4
172544_x_at	---	---
172545_x_at	---	W08E12.5 /// W08E12.4
172546_x_at	nspd-4 /// nspd-5	T23B7.1 /// F11G11.8
172547_x_at	---	R12E2.14
172548_at	---	H39E20.1
172549_x_at	---	W08E12.9
172550_x_at	---	H11L12.1
172551_at	---	R10A10.1
172552_x_at	pqn-76 /// abu-5 /// pqn-78 /// pqn-79 /// pqn-90 /// pqn-91	Y73F8A.8 /// Y73F8A.9 /// Y105C5A.3 /// Y105C5A.4 /// Y105C5A.5 /// Y105C5A.6
172553_at	---	---
172554_x_at	---	C24H10.4
172555_x_at	---	K01D12.15 /// K01D12.7
172556_x_at	---	---
172557_x_at	---	C06G3.12
172558_s_at	---	C33H5.17
172559_at	---	Y54C5A.1
172560_x_at	---	F07B7.6 /// K06C4.15
172561_x_at	---	---
172562_x_at	---	---
172563_x_at	---	---
172564_x_at	---	F26A10.1
172565_x_at	---	C08E3.13 /// C08E3.1
172566_x_at	---	Y17G9B.2
172567_x_at	---	---
172568_x_at	---	Y43F8B.2
172569_x_at	nspd-3	C24D10.7
172570_x_at	---	Y51A2D.14
172571_x_at	---	H12I19.5
172572_x_at	---	H12C20.2
172573_x_at	pqn-76 /// pqn-79	Y105C5A.3 /// Y105C5A.6
172574_x_at	---	ZC395.11
172575_x_at	---	C13A2.10
172576_x_at	---	F36H12.5
172577_x_at	---	F59E12.5 /// F59E12.4
172578_x_at	---	Y43F8B.2
172579_x_at	---	F59E12.6
172580_at	---	F33D11.8
172581_s_at	---	F32D8.12
172582_x_at	---	Y39A1A.24
172583_x_at	fbxa-24	F54D10.2
172584_x_at	---	Y24F12A.3 /// Y24F12A.4
172585_x_at	pqn-76 /// pqn-78 /// pqn-79 /// pqn-91	Y73F8A.9 /// Y105C5A.3 /// Y105C5A.5 /// Y105C5A.6
172586_at	---	C56E10.3
172587_x_at	abu-8	C03A7.14
172588_x_at	flp-21	C26F1.10
172589_x_at	fbxa-67	T12B5.11
172590_x_at	---	C17H11.4
172591_x_at	---	C29F9.12
172592_x_at	---	T20D4.16
172593_x_at	---	---
172594_x_at	fbxa-60	T12B5.10
172595_x_at	nspb-3 /// nspb-2	F38A5.12 /// F38A5.5
172596_x_at	fbxa-58	C29F9.11
172597_x_at	---	F36H12.4
172598_x_at	---	C52B11.4
172599_x_at	---	F23H11.5
172600_x_at	fbxa-57	C29F9.10
172601_x_at	math-9	C16C4.14
172602_x_at	---	VB0393L.2 /// B0393.8 /// F31E3.6
172603_x_at	---	Y87G2A.12
172604_x_at	---	Y73C8C.3
172605_x_at	pqn-76 /// abu-5 /// pqn-78 /// pqn-79 /// pqn-90 /// pqn-91	Y73F8A.8 /// Y73F8A.9 /// Y105C5A.3 /// Y105C5A.4 /// Y105C5A.5 /// Y105C5A.6
172606_x_at	---	Y59E9AL.6
172607_x_at	---	Y54G11A.8
172608_x_at	---	---
172609_x_at	---	ZK1127.7
172610_x_at	---	ZC239.14
172611_x_at	---	Y24F12A.3 /// Y24F12A.4
172612_x_at	---	F55C12.2
172613_x_at	lsm-3	Y62E10A.12
172614_x_at	---	C36A4.4
172615_x_at	cyb-2.2	H31G24.4
172616_x_at	---	---
172617_x_at	---	H06I04.3
172618_x_at	his-50 /// his-28	F07B7.9 /// K06C4.2
172619_x_at	---	---
172620_x_at	---	Y105C5B.12
172621_x_at	---	Y46G5A.22
172622_x_at	---	W04E12.7
172623_at	---	Y105C5A.10
172624_x_at	---	Y38E10A.12
172625_x_at	nlp-36	B0464.3
172626_at	---	---
172627_x_at	---	Y105C5A.13 /// Y105C5A.12
172628_x_at	---	Y38E10A.16
172629_x_at	---	Y59E9AR.7 /// Y59E9AR.1
172630_x_at	---	C35D10.11
172631_x_at	---	Y25C1A.7
172632_x_at	---	Y38E10A.11
172633_x_at	---	Y55H10B.1 /// T16A9.1
172634_x_at	---	F36H12.13
172635_x_at	---	Y38E10A.15
172636_at	---	F35F10.14
172637_x_at	---	F56B3.11
172638_x_at	---	---
172639_at	---	---
172640_x_at	---	---
172641_x_at	his-53 /// his-51 /// his-21 /// his-19	F07B7.10 /// F07B7.3 /// K06C4.3 /// K06C4.11
172642_s_at	---	T07G12.8
172643_s_at	---	Y55F3AM.3
172644_at	---	T19C3.3
172645_x_at	---	C28F5.2
172646_x_at	---	---
172647_x_at	his-49 /// his-27 /// his-17	F07B7.5 /// K06C4.13 /// K06C4.5
172648_at	---	F54F2.6
172649_x_at	his-61	F55G1.10
172650_x_at	his-5 /// his-50 /// his-28 /// his-18	F45F2.3 /// F07B7.9 /// K06C4.2 /// K06C4.10
172651_x_at	---	C03C10.5
172652_x_at	---	C02B8.7
172653_at	---	C28H8.2
172654_x_at	---	Y71F9B.13
172655_x_at	---	F47B7.1
172656_x_at	---	Y71F9B.13
172657_x_at	---	C03B8.2
172658_x_at	---	C03B8.1
172659_x_at	---	T23F2.5
172660_s_at	---	Y38E10A.24
172661_x_at	his-31	F17E9.12
172662_x_at	---	Y57G11C.21
172663_x_at	---	Y57G11C.20
172664_x_at	---	Y57G11C.18
172665_s_at	---	ZC190.9 /// Y75D11A.1
172666_x_at	pqn-72	W01B11.5
172667_x_at	pqn-72	W01B11.5
172668_x_at	---	Y39A3CL.3
172669_x_at	ssp-10	K07F5.9
172670_x_at	rrf-1	F26A3.8
172671_x_at	his-38	K03A1.6
172672_x_at	---	---
172673_x_at	vit-4 /// vit-3	F59D8.2 /// F59D8.1
172674_x_at	---	---
172675_x_at	---	C01B10.5
172676_x_at	---	---
172677_x_at	---	---
172678_at	---	---
172679_x_at	his-46 /// his-56 /// his-64	B0035.9 /// F54E12.3 /// F22B3.1
172680_x_at	---	---
172681_x_at	---	D2092.1
172682_x_at	---	ZC155.4
172683_x_at	ekl-1	F22D6.6
172684_x_at	---	F23F12.8
172685_x_at	his-54 /// his-52 /// his-22 /// his-8 /// his-20	F45F2.12 /// F07B7.4 /// F07B7.11 /// K06C4.12 /// K06C4.4
172686_x_at	---	F12A10.7
172687_x_at	msp-74	F09C12.7
172688_x_at	---	F21H12.2
172689_x_at	---	---
172690_x_at	---	F12A10.6
172691_x_at	---	T28D9.11
172692_x_at	his-41	C50F4.5 /// C50F4.6
172693_at	---	F22D6.9
172694_x_at	---	T22C1.2
172695_x_at	ssq-3	ZC477.1
172696_x_at	vit-5	C04F6.1
172697_x_at	gpd-3	K10B3.7
172698_x_at	col-119	C53B4.5
172699_x_at	---	ZK1127.7
172700_x_at	col-157	T11F9.9
172701_x_at	col-125	C29F4.1
172702_x_at	his-62	F55G1.3
172703_x_at	col-160	F57B1.4
172704_x_at	ssp-9 /// ssp-11	E03H12.10 /// T28H11.6
172705_x_at	col-159	F57B1.3
172706_x_at	---	F53F1.4
172707_x_at	---	T24H7.5
172708_x_at	---	---
172709_x_at	col-147	T06E4.4
172710_x_at	col-146	T06E4.6
172711_x_at	---	F59F5.4
172712_x_at	---	W02B3.6
172713_x_at	nspc-10 /// nspc-3 /// nspc-13 /// nspc-12 /// nspc-15 /// nspc-6 /// nspc-4 /// nspc-5 /// nspc-2	C03G5.9 /// C03G5.10 /// C03G5.11 /// C03G5.12 /// C03G5.13 /// F42F12.9 /// F42F12.10 /// F42F12.6 /// F42F12.8
172714_x_at	msp-31	R05F9.13
172715_x_at	---	---
172716_x_at	nspc-13 /// nspc-10 /// nspc-3 /// nspc-12 /// nspc-15	C03G5.10 /// F42F12.9 /// F42F12.10 /// F42F12.6 /// F42F12.8
172717_x_at	---	F08B12.3
172718_x_at	---	ZC178.1
172719_x_at	ssp-31	ZK1225.6
172720_x_at	---	F31B12.1
172721_x_at	---	C09G12.8
172722_x_at	nhr-59	T27B7.1
172723_x_at	col-144 /// col-10	B0222.6 /// B0222.8
172724_x_at	msp-33	R05F9.8
172725_x_at	msp-32	R05F9.3
172726_x_at	col-154 /// col-155	F55C10.2 /// F55C10.3
172727_x_at	---	---
172728_x_at	gpr-2	C38C10.4
172729_x_at	col-73	F11G11.12
172730_x_at	---	H28G03.4
172731_x_at	---	---
172732_x_at	his-59	F55G1.2
172733_x_at	his-5 /// his-50 /// his-28 /// his-18	F45F2.3 /// F07B7.9 /// K06C4.2 /// K06C4.10
172734_x_at	---	ZK1248.4
172735_x_at	col-170 /// col-167 /// col-168	T10E10.2 /// T10E10.1 /// T10E10.6
172736_x_at	col-167 /// col-168 /// col-169	T10E10.2 /// T10E10.1 /// T10E10.5
172737_x_at	---	F42A10.4
172738_x_at	cyb-2.1	Y43E12A.1
172739_at	ned-8	F45H11.2
172740_x_at	---	C08H9.11
172741_x_at	---	F41F3.3
172742_x_at	nrf-6	C08B11.4
172743_x_at	---	F58A6.9
172744_at	mtl-1	K11G9.6
172745_x_at	---	C08H9.7
172746_x_at	col-170 /// col-169	T07H6.3 /// T10E10.5 /// T10E10.6
172747_x_at	---	---
172748_x_at	---	---
172749_x_at	---	H28G03.4
172750_x_at	---	---
172751_x_at	---	---
172752_x_at	ssq-3	ZC477.1
172753_x_at	col-154 /// col-155	F55C10.2 /// F55C10.3
172754_x_at	---	---
172755_x_at	---	ZK637.7
172756_x_at	---	---
172757_x_at	---	ZK678.3
172758_x_at	his-58 /// his-48 /// his-66	B0035.8 /// F54E12.4 /// H02I12.6
172759_x_at	---	H28G03.4
172760_x_at	---	---
172761_x_at	his-1	T10C6.14
172762_x_at	---	---
172763_x_at	his-3	T10C6.12
172764_x_at	his-53 /// his-51 /// his-21 /// his-19 /// his-7	F45F2.4 /// F07B7.10 /// F07B7.3 /// K06C4.3 /// K06C4.11
172765_x_at	---	---
172766_x_at	---	---
172767_x_at	---	---
172768_x_at	cyp-33C5	F41B5.3
172769_x_at	cyp-33C4	F44C8.1
172770_x_at	msp-53	R13H9.4
172771_x_at	msp-55 /// msp-57 /// msp-53 /// msp-51	C09B9.6 /// R13H9.2 /// R13H9.4 /// ZK354.5
172772_x_at	skr-13	C52D10.8
172773_x_at	---	K08A2.5
172774_x_at	his-45 /// his-55 /// his-63	B0035.10 /// F54E12.1 /// F22B3.2
172775_x_at	---	F25D7.4 /// C36A4.5
172776_x_at	---	F25D7.4 /// C36A4.5
172777_x_at	his-49 /// his-27 /// his-2 /// his-6 /// his-17	F45F2.13 /// F07B7.5 /// K06C4.13 /// K06C4.5 /// T10C6.13
172778_x_at	his-68	T23D8.6
172779_x_at	---	---
172780_x_at	---	C25A8.1
172781_x_at	skr-8	C52D10.9
172782_x_at	skr-9	C52D10.7
172783_x_at	str-257	Y19D10A.1 /// C01B4.1
172784_x_at	---	---
172785_x_at	---	---
172786_x_at	---	F57H12.5
172787_x_at	his-64	F22B3.1
172788_x_at	his-45 /// his-55 /// his-63	B0035.10 /// F54E12.1 /// F22B3.2
172789_x_at	---	---
172790_x_at	---	F02C12.5
172791_x_at	---	K08C9.7
172792_x_at	cyp-31A2	H02I12.8
172793_x_at	cpr-3	T10H4.12
172794_x_at	---	F54D1.3
172795_x_at	---	Y76G2A.1 /// C06A5.5
172796_x_at	---	---
172797_x_at	---	---
172798_x_at	---	ZK546.3
172799_x_at	---	F53F1.5
172800_x_at	---	T22H2.6
172801_x_at	col-43	ZC513.8
172802_x_at	col-102	C18H7.3
172803_x_at	---	C34H4.4
172804_x_at	col-124	C24F3.6
172805_x_at	---	T06A10.2
172806_x_at	---	B0238.13
172807_x_at	---	---
172808_x_at	---	F30A10.8
172809_x_at	dpy-4	Y41E3.2
172810_x_at	---	ZC477.1
172811_x_at	---	C35E7.10
172812_x_at	---	ZK938.6
172813_x_at	dnj-2	B0035.2
172814_x_at	---	C35E7.10
172815_x_at	msp-142	K05F1.2
172816_x_at	act-3 /// act-2 /// act-1	T04C12.4 /// T04C12.5 /// T04C12.6
172817_x_at	---	---
172818_x_at	---	---
172819_x_at	---	---
172820_x_at	sqt-3	F23H12.4
172821_x_at	col-133	F52B11.4
172822_x_at	---	---
172823_x_at	his-47 /// his-57 /// his-65	B0035.7 /// F54E12.5 /// H02I12.7
172824_x_at	his-4	T10C6.11
172825_x_at	his-39	F45F2.2
172826_x_at	col-17	F11G11.10
172827_x_at	---	C31E10.2
172828_x_at	---	---
172829_x_at	---	---
172830_x_at	---	---
172831_x_at	---	---
172832_x_at	---	H38K22.5
172833_x_at	his-2	T10C6.13
172834_x_at	msp-40	C33F10.9
172835_x_at	his-16 /// his-12 /// his-43	ZK131.10 /// ZK131.6 /// F08G2.2
172836_x_at	---	ZK1248.17
172837_x_at	---	---
172838_x_at	abts-1	F52B5.1
172839_x_at	---	ZK721.4
172840_x_at	---	F47D2.2
172841_x_at	---	---
172842_x_at	---	Y56A3A.19
172843_x_at	---	---
172844_x_at	---	F41E7.5
172845_x_at	---	K08F11.5
172846_x_at	---	F13E9.7
172847_x_at	---	---
172848_x_at	tag-174	F54D8.2
172849_x_at	---	---
172850_x_at	---	---
172851_x_at	his-29 /// his-34	F35H10.11 /// F17E9.9
172852_x_at	msp-10 /// msp-56	K07F5.2 /// K07F5.3
172853_x_at	msp-36	C04G2.4
172854_x_at	msp-77	F32B6.6
172855_x_at	---	F02E9.2
172856_x_at	---	T21E3.1 /// R12E2.10
172857_x_at	msp-19	F36H12.7
172858_x_at	---	C53C11.4
172859_x_at	---	C07E3.4
172860_x_at	his-30 /// his-33	F35H10.1 /// F17E9.13
172861_x_at	---	---
172862_x_at	col-117 /// col-3	T28C6.4 /// T28C6.6
172863_x_at	his-72	Y49E10.6
172864_x_at	kup-1	F10C2.2
172865_x_at	rpl-27	C53H9.1
172866_x_at	oat-1	T01B11.7
172867_x_at	his-6	F45F2.13
172868_x_at	---	C24A3.1
172869_x_at	---	K04F10.4
172870_x_at	---	K04F10.4
172871_x_at	his-9 /// his-25 /// his-13	ZK131.7 /// ZK131.3 /// ZK131.2
172872_x_at	---	T23F2.3
172873_x_at	---	F35G12.3
172874_x_at	his-54 /// his-52 /// his-22 /// his-8 /// his-20	F45F2.12 /// F07B7.4 /// F07B7.11 /// K06C4.12 /// K06C4.4
172875_x_at	---	F58A4.5
172876_x_at	---	---
172877_x_at	fkh-3 /// fkh-4	C29F7.4 /// C29F7.5
172878_x_at	col-13 /// col-12	F15H10.2 /// F15H10.1
172879_x_at	col-13 /// col-12	F15H10.2 /// F15H10.1
172880_x_at	---	C55C3.4
172881_x_at	his-32	F17E9.10
172882_x_at	msp-3	F26G1.7
172883_x_at	---	C27A2.2
172884_x_at	---	R08C7.8
172885_x_at	msp-50	C34F11.4
172886_x_at	---	Y57G11C.2 /// Y57G11C.49
172887_x_at	msp-64	ZK1248.6
172888_x_at	math-20	C40D2.2
172889_x_at	msp-45	F58A6.8
172890_x_at	---	W09C5.6
172891_x_at	his-58 /// his-48 /// his-66	B0035.8 /// F54E12.4 /// H02I12.6
172892_x_at	rps-22	F53A3.3
172893_x_at	msp-79 /// msp-81	T13F2.10 /// K07F5.1
172894_x_at	lbp-8	T22G5.6
172895_x_at	dpy-13	F30B5.1
172896_x_at	msp-49	C34F11.6
172897_x_at	---	---
172898_x_at	---	EEED8.12
172899_x_at	his-42	F08G2.3
172900_x_at	msp-152	ZK546.6
172901_x_at	hsp-16.48 /// hsp-16.49	T27E4.3 /// T27E4.9
172902_x_at	col-34	F36A4.10
172903_x_at	msp-55	C09B9.6
172904_x_at	msp-63	K05F1.7
172905_x_at	msp-78	T13F2.11
172906_x_at	msp-79 /// msp-81	T13F2.10 /// K07F5.1
172907_x_at	msp-10 /// msp-56	K07F5.2 /// K07F5.3
172908_x_at	---	F34H10.1
172909_x_at	brc-1	C36A4.8
172910_at	rpl-39	C26F1.9
172911_x_at	rpl-29	B0513.3
172912_x_at	---	T27D12.2
172913_x_at	---	---
172914_x_at	---	F31B12.1
172915_x_at	---	---
172916_x_at	---	---
172917_x_at	---	K01G5.2
172918_x_at	---	K01G5.2
172919_x_at	---	K01G5.2
172920_x_at	---	F11A6.1
172921_x_at	---	F38C2.8
172922_x_at	msp-65 /// msp-113	ZK354.4 /// ZK354.1
172923_x_at	---	F58G11.1
172924_x_at	---	H28G03.4
172925_x_at	msp-59	ZK354.11
172926_x_at	---	T05A7.9
172927_x_at	msp-65	ZK354.1
172928_x_at	msp-55 /// msp-57 /// msp-51	C09B9.6 /// R13H9.2 /// ZK354.5
172929_x_at	---	F16H9.1
172930_x_at	---	---
172931_x_at	snr-4	C52E4.3
172932_x_at	---	ZC101.2
172933_x_at	gsp-3	W09C3.6
172934_x_at	msp-38	K08F4.8
172935_x_at	gsp-4	T03F1.5
172936_x_at	---	---
172937_s_at	---	F23B2.8
172938_x_at	msp-76	ZK1251.6
172939_x_at	rps-21	F37C12.11
172940_x_at	sex-1	F44A6.2
172941_x_at	---	T13F2.2
172942_x_at	srp-6	C03G6.19
172943_x_at	---	---
172944_s_at	---	F53A3.1
172945_s_at	---	F13C5.1
172946_s_at	rps-0	B0393.1
172947_at	---	---
172948_at	---	Y67D2.7
172949_s_at	---	C56C10.13
172950_at	---	---
172951_s_at	---	C39F7.2
172952_s_at	---	C29A12.1
172953_s_at	---	F33D4.2
172954_at	---	---
172955_s_at	---	C09B9.4
172956_at	---	F02E9.5
172957_s_at	---	K09A9.6
172958_s_at	---	F13D12.6
172959_s_at	---	T07D10.1
172960_x_at	hgo-1	W06D4.1
172961_x_at	---	T05C12.6
172962_at	gpc-1	K02A4.2
172963_x_at	---	F23B2.13
172964_x_at	fkb-2	Y18D10A.19
172965_x_at	---	C35D6.4
172966_x_at	---	F38C2.7
172967_x_at	aha-1	C25A1.11
172968_x_at	---	---
172969_x_at	---	T05A7.9
172970_x_at	---	---
172971_s_at	---	Y54G2A.11
172972_s_at	prdx-6	Y38C1AA.11
172973_at	pme-2	E02H1.4
172974_s_at	---	F19C7.1
172975_at	---	R151.2
172976_s_at	---	F55C7.7
172977_at	---	---
172978_s_at	---	C34F11.3
172979_at	---	ZC308.1
172980_s_at	exoc-7	C43E11.8
172981_s_at	---	Y105E8B.2
172982_s_at	---	Y67D8C.5
172983_s_at	spc-1	K10B3.10
172984_s_at	kel-8	W02G9.2
172985_at	---	---
172986_s_at	---	ZC247.1
172987_s_at	---	Y22D7AL.7
172988_s_at	---	C09E8.1
172989_s_at	---	R11A5.7
172990_at	---	---
172991_at	ptr-4	C45B2.7
172992_s_at	---	Y54G9A.6
172993_at	---	---
172994_at	---	ZK829.4
172995_at	---	C06G4.5
172996_s_at	---	Y59A8B.2
172997_s_at	---	F56C9.7
172998_s_at	---	K07A1.6
172999_s_at	---	C41G7.3
173000_s_at	---	JC8.2
173001_s_at	hda-3	R06C1.1
173002_s_at	---	F52H2.7
173003_s_at	---	Y17D7A.3
173004_s_at	---	T02E9.2
173005_at	---	T09B4.1
173006_s_at	---	F42C5.9
173007_s_at	glrx-10	Y34D9A.6
173008_s_at	---	K08A2.5
173009_s_at	psa-4	F01G4.1
173010_at	---	T05A12.4
173011_at	---	F52A8.6
173012_at	---	W07E11.1
173013_at	---	Y51F10.4
173014_at	nep-1	ZK20.6
173015_s_at	clec-81	Y54G2A.37 /// Y54G2A.9
173016_s_at	rbx-2	R10A10.2
173017_at	---	R10E11.1
173018_s_at	pqn-59	R119.4
173019_s_at	kup-1	F10C2.2
173020_s_at	---	T19A5.1
173021_s_at	---	H06I04.1
173022_at	---	F22B3.4
173023_at	---	Y54F10BM.9
173024_s_at	---	Y76B12C.7
173025_s_at	---	Y61A9LA.3
173026_at	---	F46G11.4
173027_s_at	---	Y67A10A.9
173028_s_at	---	C13F10.5
173029_s_at	---	F10G8.6
173030_at	---	---
173031_s_at	---	Y45G5AM.9
173032_at	---	---
173033_at	---	D1086.9
173034_s_at	rpt-2	F29G9.5
173035_s_at	---	C37H5.9
173036_s_at	asp-6	F21F8.7
173037_at	---	W01B11.3
173038_at	---	T04G9.1
173039_s_at	---	K07A12.2
173040_at	uvt-3	C42D8.3
173041_s_at	czw-1	F20D12.4
173042_s_at	---	R08B4.1
173043_at	plp-1	F45E4.2
173044_at	---	T12D8.8
173045_at	---	Y37E3.16
173046_at	---	T10E9.2
173047_s_at	---	Y54E10BR.1
173048_at	---	R04E5.7
173049_at	---	C37C3.6
173050_at	---	F54F2.1
173051_s_at	---	F22A3.6
173052_at	ubc-25	F25H2.8
173053_s_at	---	ZC506.1
173054_at	---	C09E9.1
173055_s_at	daf-21	C47E8.5
173056_at	---	T23E7.2
173057_at	---	---
173058_s_at	---	R74.8
173059_at	---	ZC8.4
173060_s_at	---	C34D4.3
173061_at	---	---
173062_at	---	---
173063_at	cogc-6	K07C11.9
173064_at	---	T24H7.2
173065_at	---	T21B10.3
173066_at	---	C25G4.10 /// T04A11.3
173067_at	---	---
173068_at	scd-2	T10H9.2
173069_at	---	M02E1.1
173070_s_at	mix-1	M106.1
173071_s_at	col-121	F56D5.1
173072_at	---	---
173073_s_at	---	T07D3.9
173074_at	---	Y67D2.1
173075_at	---	C48D5.2
173076_s_at	---	T20F7.6
173077_s_at	mus-101	F37D6.1
173078_at	---	Y48G8AL.7
173079_s_at	---	Y48G1C.7
173080_s_at	---	ZK970.2
173081_s_at	pri-2	W02D9.1
173082_at	---	---
173083_s_at	---	H10E21.4
173084_at	---	H06H21.3
173085_at	---	C18C4.10
173086_s_at	---	F26F12.3
173087_s_at	rpl-9	R13A5.8
173088_s_at	---	B0334.2
173089_at	---	---
173090_s_at	clec-65	F35C5.8
173091_at	---	---
173092_at	---	F39D8.1
173093_s_at	---	F39D8.1
173094_s_at	---	F16B12.1
173095_at	---	T23B12.4
173096_at	---	K08D12.6
173097_at	---	Y105E8A.3
173098_at	---	F11A6.1
173099_at	---	Y37F4.5
173100_s_at	fib-1	T01C3.7
173101_at	---	---
173102_at	srh-21	C02E7.2
173103_s_at	---	K07B1.4
173104_at	snr-2	W08E3.1
173105_at	---	C44B7.3
173106_at	---	Y37E3.5
173107_at	---	---
173108_at	---	Y37E3.3
173109_s_at	nhr-146	Y41D4B.26
173110_at	---	---
173111_s_at	---	ZK484.3
173112_s_at	rps-9	F40F8.10
173113_at	cmd-1	T21H3.3
173114_s_at	bath-42	C50C3.8
173115_s_at	---	M176.2
173116_s_at	ekl-2	F52F12.6
173117_at	---	---
173118_s_at	---	F08C6.2
173119_s_at	---	Y34D9B.1
173120_s_at	npp-5	F07A11.3
173121_s_at	---	K10B3.6
173122_s_at	---	T04B8.5
173123_at	---	C17G10.4
173124_s_at	---	H42K12.3
173125_s_at	---	B0350.2
173126_s_at	---	C06C3.1
173127_at	---	Y15E3A.4
173128_s_at	tag-216	K08F9.2
173129_s_at	srs-2	C47E12.1
173130_s_at	---	C56C10.10
173131_at	pyr-1	D2085.1
173132_s_at	---	T06A1.1
173133_s_at	cls-2	R107.6
173134_at	---	T16G12.3
173135_s_at	---	K08E3.3
173136_at	---	---
173137_s_at	par-5	M117.2
173138_s_at	---	C53B7.3
173139_s_at	cdk-5	T27E9.3
173140_at	---	---
173141_s_at	pbs-3	Y38A8.2
173142_at	---	H02I12.1
173143_s_at	---	M03C11.1
173144_at	clec-85	Y54G2A.6
173145_at	---	---
173146_s_at	pbs-7	F39H11.5
173147_s_at	nhr-259 /// nhr-113	C27C7.8 /// ZK1025.9
173148_s_at	asp-4	R12H7.2
173149_at	---	---
173150_at	---	---
173151_s_at	---	C17C3.1
173152_at	---	Y51F10.10
173153_s_at	---	W04B5.3
173154_s_at	---	T26F2.2
173155_at	---	C31H1.8
173156_s_at	---	---
173157_s_at	tag-345	F55F8.5
173158_at	---	---
173159_s_at	---	Y70C5C.6
173160_s_at	---	F36D3.1
173161_at	---	C06H5.7
173162_s_at	bmk-1	F23B12.8
173163_s_at	---	R166.5
173164_s_at	---	C18D11.1
173165_s_at	---	B0412.3
173166_at	---	T06A1.7
173167_s_at	gln-6	C28D4.3
173168_s_at	gut-2	T10G3.6
173169_at	---	---
173170_s_at	---	C10H11.1
173171_s_at	emr-1	M01D7.6
173172_s_at	---	M28.1
173173_at	---	---
173174_s_at	---	H06I04.6
173175_s_at	ced-11	ZK512.3
173176_at	hrd-1	F55A11.3
173177_s_at	---	F21H7.2
173178_s_at	---	C37A5.1
173179_s_at	rnp-5	K02F3.11
173180_at	---	H06I04.6
173181_s_at	---	C27F2.8
173182_at	---	F09F7.2
173183_s_at	---	T08B2.9
173184_at	---	---
173185_s_at	---	D1043.1
173186_s_at	---	Y38F1A.2
173187_s_at	---	Y51A2D.7
173188_s_at	unc-37	W02D3.9
173189_at	---	2RSSE.1
173190_s_at	---	K08A2.4
173191_at	---	---
173192_s_at	---	Y60A3A.7
173193_s_at	lmp-1	C03B1.12
173194_s_at	---	T28F2.4
173195_s_at	smu-2	Y49F6B.4
173196_s_at	rab-19	Y62E10A.20 /// Y62E10A.9
173197_at	---	---
173198_s_at	sdhb-1	F42A8.2
173199_at	---	Y82E9BR.5
173200_s_at	inx-2	F08G12.10
173201_s_at	bath-26	T07H3.6
173202_s_at	fce-1	C04F12.10
173203_at	---	---
173204_s_at	ugt-46	B0310.5
173205_s_at	---	R06A4.8
173206_s_at	qdpr-1	T03F6.1
173207_at	---	---
173208_s_at	---	ZK809.3
173209_s_at	---	C50F4.1
173210_s_at	---	F14B8.5
173211_at	---	C10C6.6
173212_at	---	---
173213_s_at	sup-17	DY3.7
173214_s_at	---	F32B5.1 /// W10C8.5
173215_at	kle-2	C29E4.2
173216_s_at	---	C43E11.11
173217_at	---	F58A3.1
173218_s_at	---	T08G2.3
173219_s_at	---	R13F6.6
173220_s_at	eif-6	C47B2.5
173221_s_at	---	Y48G10A.1
173222_s_at	nex-1	ZC155.1
173223_s_at	clec-87	C25A1.8
173224_s_at	ins-11	C17C3.4
173225_at	dao-6 /// pqm-96	T05G5.12 /// T05G5.11
173226_s_at	aex-6	Y87G2A.4
173227_at	---	Y82E9BR.18
173228_at	---	Y46H3D.1
173229_s_at	---	Y54E10BR.4
173230_s_at	snf-5	Y46G5A.30
173231_at	---	K07B1.8
173232_s_at	lmp-2	C05D9.2
173233_s_at	---	Y51H4A.4
173234_s_at	---	Y52B11A.10
173235_at	col-109	Y38C1BA.3
173236_at	---	Y67H2A.2
173237_s_at	clp-7	Y77E11A.11
173238_s_at	cpt-4	K11D12.4
