	Nishimura	Hashimshony	Tintori
xbx-5	-3.35482942275026	0	0
attf-1	-3.35539875068576	0	0
mex-3	-0.976827828395983	-0.895250484362907	-0.312860584008256
flp-13	-3.82331545128767	0	0
F08F3.6	-0.968557120310033	-1.54952948697919	0.366177188151204
ptb-1	-4.51333456224721	0	0.294786021322241
mpz-1	-4.4222096505938	0	0
F55G1.7	-1.6206551763983	-0.905030201084293	-2.11246391174276
cutl-9	-4.55353472307681	0	-4.43514949623476
F59B10.3	-4.26284122837474	3.37546592038581	0
H12D21.9	-3.56537737694971	0	0
F34D10.6	-3.35640864245119	0	0
T24E12.1	-1.36336284840073	-1.80012458323069	-0.372972280396569
clec-61	-4.54479889747763	0	0
itr-1	-3.8491499522664	1.91298174825096	-1.13539510042515
nlp-10	-3.34057153187686	0	0
C36E8.6	-3.35718498936778	0	0
T01C3.11	-3.92462197280541	0	0
F37A8.1	-3.3573412613091	0	0
F37A8.2	-3.3574057194753	0	0
sur-2	-1.27113264570172	-1.11443804058554	-0.511780125795524
Y1A5A.2	-3.35760301781753	0	0
Y51H7C.15	-1.29471951786115	-1.05877965805036	0
R53.2	-0.927262826659993	-1.03632812746477	-1.09770007340978
npp-4	-0.998336849317673	-0.428756104626403	-0.518532239111291
F37A8.5	-3.35838111521371	0	0
ZK673.11	-3.60855681493845	0	0
C09G5.8	-4.37642289060393	0	0
F16A11.1	-0.953210708204663	-0.00769426238419887	-0.836753676789867
Y48G10A.1	-0.888289830699721	-1.62508469438112	0.271165055558637
fbxa-170	-0.911061846943404	-1.42929609727506	-0.872790179736526
F36D4.1	-4.10759047875398	0	2.4739281075621
F45E4.11	-2.72233546787139	0.24351749139547	0
Y5F2A.4	-1.00215795685934	-0.861034533239939	-0.773587363201919
C06A1.3	-4.24494889875479	-1.59863734132763	0
Y54E10A.13	-2.70493009624226	0	0
ZC412.10	-4.19594656425184	0	0
cut-4	-4.380907448223	0	0
T22B7.3	-3.13689694894607	2.73629418500365	6.14518802496309
K01G12.3	-1.23580820752784	-0.853299654705251	0.820158003639461
pat-3	-1.26396159366818	0.0514954667056846	-0.64961025855014
rap-1	-0.885072779651316	-1.12930733547429	-0.85227130569234
C14A4.12	-3.3264342249964	0	-0.586390382571029
F23F12.9	-2.56199101546611	0	0
E04D5.2	-2.45629194822143	-1.22454795470466	0
F34D10.8	-2.99010958739006	0	-0.505757362130929
rpl-3	-1.32191403536778	0.486064432363478	0.761532116559827
C36A4.10	-3.36060333384877	0	0
C50F4.9	-4.14743621356623	0	0
W09D12.1	-3.2642392965888	0	0
tag-209	-2.77277614940653	3.2677640987623	1.28919361705499
K02C4.3	-0.916991568152654	-0.216089571803327	-0.172534559981623
skr-8	-2.64637586663123	-0.319820729020754	0
F33H2.5	-0.987700461257839	-0.136706976756776	0.0422820027458184
F55H2.7	-0.785656894729816	-0.736499004095556	-1.26869975239231
pcaf-1	-1.0032939748463	-0.778337186133475	0.00750622829893858
cyk-1	-1.1145119463266	-1.32084488939242	-0.166774556058828
F32B6.3	-0.760326172501978	0.0285431361087922	-0.493963409112305
frm-7	-0.984902742158556	-0.22642926908879	-0.885583740262739
C17G10.1	-0.812373167976567	0.00343096857139154	-0.520774995388344
tag-304	-0.81047126178224	-0.806568991704217	-0.699922549419745
mab-10	-2.1951745956216	0.175070715275295	1.66569821800139
ccdc-47	-1.05937993796252	0.595914919195802	-0.507646672120104
lsd-1	-0.764351453560728	-1.34499913102315	0.322791498405866
ZK632.7	-0.819186407271946	-0.232042299202995	-0.498054866339583
F31E3.4	-0.763092326290067	-0.407223054703729	-0.86884767785538
tag-335	-0.739893286336736	-0.304052411149073	-0.363229628997389
let-49	-1.04682854771851	-0.393967108524674	0.40142163744438
apa-2	-1.01106830806645	-0.819659778425426	-0.325916671903201
Y54F10AM.11	-0.785361928701668	-1.2392079091584	-2.21122631429031
dhs-6	-0.73690879578124	-0.648192971481101	0.157637684317515
C55B6.1	-0.744172511032243	-0.606658976407326	-0.588553437047143
sulp-6	-2.58055817770424	0	0
ZK287.9	-4.04172909101228	0	0
F31C3.3	-0.961916718815763	0.0596567029693159	-0.0150408037837468
F36D4.4	-3.96582132194414	0	0
F23H11.4	-0.940487670096354	-0.406616314235852	-0.322957254966313
F59B10.2	-3.97810503662863	0	0
B0334.10	-1.07058976865872	-0.0574537973111612	-0.342504036207723
aman-2	-0.877035557713474	1.25907342812946	-0.247483310322961
C44B7.12	-0.712334693145372	-0.676599329982997	-1.04065684026747
ZC412.9	-4.23795661930893	0	0
W01B11.1	-2.60015879330739	0	0
H12D21.2	-4.23794825590659	0	0
npr-13	-3.57010990941391	0	0
F39B2.5	-1.19288042691902	-0.61035837661085	0.366350122871444
F39B2.3	-1.0195985075573	-0.732717638522605	-0.124423866546664
T02G5.12	-0.887127034910354	0.256577129666269	-0.0477134931352271
C06A1.7	-2.8064743629984	0	0
W03A5.4	-1.28644705096774	-1.91118700817419	-0.956252956848162
F33G12.5	-0.816541343128359	-0.598335051583453	-0.53618323117937
K09H9.5	-2.82921812517279	1.36580323502731	0
W01B11.6	-2.62638340214945	0	0
K09H9.8	-2.84289423288043	-1.65701757239819	0
C06A1.6	-3.38059528147178	0	0
C09D4.4	-0.753858646979795	-0.657626102930236	-0.247348928501003
dop-2	-3.27562052230731	0	0
H12D21.4	-3.12875856234151	0	0
E04D5.5	-3.3698022354225	-1.753816227734	0
dos-1	-1.22228113330862	0.27288872798328	-1.20277316896978
T07C12.14	-0.699354762235076	-0.287546018369801	-0.0236758079872081
clr-1	-0.760409942913095	1.00792088557631	-0.386382558968581
cogc-4	-0.762225362622835	-1.67558114698441	-0.147247304783247
C37C3.9	-0.753045971399833	-0.41433378272845	-0.183801129809671
F59B10.4	-2.95406279755499	0	0
mau-8	-0.774403350798632	-1.56142834808517	-1.44685290145532
T02G5.4	-0.919948136200275	0.199359239785035	-5.90735537512378
cyp-29A4	-3.90883717208938	0	0
ggr-1	-3.52439803047019	0.228648476652365	0
F09E5.2	-0.697573501339604	0.865563696603326	-0.63458515939008
Y53C10A.6	-0.78335998823353	-0.22795842392087	0.338971697585446
F13B6.1	-2.68774141729224	3.0342056091773	-1.25573040536551
F33G12.3	-0.716380937057929	-0.198533859931619	-0.194683535332665
W06A7.2	-2.98772285801411	0	0
exoc-7	-0.846211908413207	-0.338164829079029	-0.468516168940259
akt-1	-0.739375354176402	-0.324681465066939	-0.231057277296155
F22G12.5	-1.0915404210863	-1.93266647789368	-1.23841394082174
rgef-1	-3.85107539865717	0	0
F25B3.4	-3.6764527252814	0	0
K09G1.1	-3.77882862100086	0	0
C50F7.5	-2.97195925686055	0	0
E02C12.12	-4.03830995740286	0	0
glt-6	-1.62800410566766	-1.07578121354132	0
gsnl-1	-3.81179072083656	0	0
C34E7.4	-2.67651884176801	3.93301348516177	1.19605429831254
Y67H2A.10	-0.778196873166141	-0.19645593630535	0.370740011168915
K11G12.5	-0.757301880869933	-0.287705984549937	-0.806208535556167
fbxc-32	-0.701131686346575	-0.592423820864227	0.0324026827798066
F31B9.3	-0.697109432111648	-2.59658603211332	-2.05676354057818
H12D21.10	-2.3691951599638	2.23353476204018	-1.24813017172035
Y37E3.11	-0.707305895847594	-0.106789825289699	-0.316026240433699
dpm-1	-0.675636210775614	-1.56444277962808	-1.00215318371238
Y38C1AB.4	-1.07169573024005	-1.6554294587505	0
vti-1	-1.10144948014336	-1.76667997653839	-1.51654568607023
aph-2	-0.900509199254313	0.724623888958748	-0.448233367625627
spr-3	-0.719430940379604	0.180638169510759	0.245458073398603
C34B7.2	-0.734907070758181	0.130206660181909	-0.21124113975607
M106.2	-1.38438110983852	0.889754432621577	-0.907509759063842
srv-2	-2.77844927057152	0	0
cht-1	-0.8604336742558	0.0996895934248618	-0.505961398818573
F56C9.10	-0.779376766352837	-0.231474483685316	-0.331170954160782
F36G3.2	-1.26119760510476	-1.06290231467909	-0.697154078329611
C50F7.6	-1.40547313946492	0.497420838153996	-1.46638186501453
Y50D4A.4	-0.734501715349225	-1.40569106851076	0.226472136772305
his-24	-2.68414980459138	-3.01176218255484	0
T06D4.1	-0.718803592711988	-0.268816667441443	0.23940943431609
Y65B4BR.8	-0.681480266039512	-0.498311229287794	0.24921005001811
Y38F1A.6	-1.0950561288216	-0.89211045034727	1.95033464751454
Y9D1A.1	-1.21075536166749	-2.26593689470016	0.927559089406042
C09G5.7	-1.85951510975838	-0.0660356477688649	1.56851680992724
frm-5	-1.07061859413431	-1.64410343003941	0
try-5	-3.29324104820988	0	0
nlp-20	-2.74723815799769	0	0
cogc-1	-1.17947544590557	-0.468158346111535	-2.11816648116165
T27A3.1	-0.716985428122637	-0.02379448379165	-0.315268118327358
nspa-6	-2.0251977431069	5.38308355235889	0
C46A5.5	-1.1104065408881	-1.30531085278737	0.260440443287626
nspa-7	-2.02517048625022	5.38308259151782	0
sep-1	-0.655674238515025	-0.437315628755508	-0.819359724047431
Y9D1A.2	-0.907663008786415	-1.61075581592522	0
nph-1	-2.83718654213988	0	0
acbp-6	-0.959370433613977	-0.12978131474028	0
F32A7.4	-0.887040440169324	0.711836163681746	0.138176377137824
F25B3.2	-3.91094280776912	0	0
drsh-1	-0.724182806906475	-0.182353689240729	-0.633750299440447
F53A2.9	-1.57840139449217	-0.422326528867903	0
T06E4.8	-3.81899928279289	0	0
ZK858.5	-0.682557265665764	-0.258884137933475	-0.121071299008836
F28B3.5	-0.682236290114521	0.831341472933454	-0.102362368125411
dpf-3	-0.695063165744043	-0.461630458277644	-0.404210743341119
C37C3.1	-0.697151837018414	-0.304918702799079	0.185029083268574
C25A11.2	-0.686685735216001	-0.839067056921412	0.117994369861326
pqn-72	-2.07049755462437	-0.401443968665602	-2.86840082217034
gpa-3	-3.5623159741415	0	0
ehbp-1	-0.718891727415686	-0.608445402872573	-0.941413663718116
par-2	-0.694955780517478	-1.04615163806418	-0.0965724713974618
spr-1	-0.951149217582179	-0.0163965192793279	-0.884917490244228
aph-1	-0.657692721849882	-0.0254858420241409	0.289972883241004
klc-1	-0.65094355127077	-0.0745660082973215	-0.214078239791973
W08E12.1	-1.26324146671299	0.41001651031765	2.43527001310435
F16B12.6	-0.723225520996434	-0.323634373907266	-0.686918586512688
F42A6.5	-0.82284724680963	-0.785899620145457	0
rict-1	-0.654004729401332	-0.914846858529244	-0.367633145548886
pnk-1	-0.619132078955561	-1.03514707714309	-0.273518257684095
K06A4.7	-3.0617297297757	0	0
F20D12.2	-0.755215263088295	-0.0701120442092114	-0.482285247585717
gale-1	-0.646418179060289	-0.793774016220003	-0.155802275671511
C49F5.6	-0.629276240614881	-1.02326941846907	-0.415340007565611
F55A12.5	-0.618217584156188	0.199641117185492	-0.363422656766645
Y59A8B.12	-0.678276662202545	-0.931387044843601	-1.97361174332686
Y24F12A.1	-0.634780031493564	-0.278323579145329	-0.332986504656619
C08B6.7	-0.62878135724683	-0.237332253031318	-0.297931368205322
F52A8.5	-0.607093644126031	-0.377798680154917	-0.254976049927017
vps-26	-0.619817397914767	-0.427858736196718	-0.244689419117575
ksr-2	-0.66533781383702	-0.477050831088361	-0.273684066339389
K02F6.7	-0.637060294654204	-0.518199381123887	0.0590959583817191
magi-1	-0.670198660143204	-0.525526390924256	-0.830219365669351
nhr-12	-0.721067311675108	-0.589255661155691	-0.824280751432783
zif-1	-0.823729226605285	0.420846679422796	-0.0455657035895829
K11B4.2	-0.964274266006431	0.833278456298537	0.822320585280026
F26E4.3	-2.47497747622644	0	0
Y119C1A.1	-0.736487655493077	0.258526852932837	0.0663099950160826
F14H3.5	-0.691417182740832	0.135420969587229	-0.15415799204154
cblc-1	-0.607186262349039	-0.35464706754969	0.1971243191709
Y46H3C.5	-0.763061067845772	-0.343093242192076	1.29759787906384
rfp-1	-0.625645778349187	0.0293987097354773	-0.684393083980819
F25G6.9	-0.653310738996907	-0.285009540019208	-0.324420259191202
tag-325	-0.695498775991801	-0.140388502999119	-1.11189788347931
R01H10.7	-0.960674009653296	-0.589263459110197	1.62320367594465
T10B11.8	-0.739457996174398	-0.065694516339637	-0.448971341900442
Y60A9.3	-2.4242193517856	-2.07388031942625	0
patr-1	-0.664945805716339	-0.897063054893532	-0.138816653151094
K02A11.4	-2.56974816086592	0	0
K04F10.7	-0.649893839274675	-0.431983454899888	0.0771886482736679
K07A1.13	-1.7725094669502	4.1172660451514	-3.99000351884536
glp-1	-0.645240703025938	1.18933568940369	0.512110561138561
K05C4.5	-0.823975583741469	0.518587663137616	-0.307385102172241
skr-10	-1.50345037642685	-0.417227915799277	-5.31130668306423
Y76A2B.4	-0.616114421852621	-0.980578477368779	0.139319019681863
dpy-23	-0.746682612584077	-0.835880731577931	-0.0225274974652687
R107.5	-0.600751146359501	-0.646563153430179	-0.358055936533426
skr-21	-1.17312742618625	1.10205204866727	-2.6756246420972
pash-1	-0.62432973095904	0.210231942112162	-0.744934273411207
W03A5.6	-1.68058515471553	0	-0.0640438916137021
sin-3	-0.694860835726809	0.0772892722565846	0.330517474754533
ace-2	-2.39819859091734	0	0
F14H3.3	-0.657243817505181	0.142541860096475	-0.578287426254956
T01B7.6	-0.628309755256494	-0.316774646628744	-0.181001705660842
gfi-2	-0.634706677627657	-0.633442934580302	-0.443699284542374
F32E10.5	-0.626452515112595	-0.922671315584299	-0.532580009307148
unc-73	-1.14837474444745	-1.05922134660905	-0.461640523759962
C32D5.10	-0.621365926929714	-0.567489700603712	-0.282786555484262
F08C6.2	-0.680837541174487	-0.33017662822944	-1.21019876212394
grk-1	-0.705367029847737	-0.581912423570778	0.293832543748029
Y34D9A.7	-1.3777663973384	0.577618628689018	1.16987158206207
B0336.3	-0.626635426433795	-0.282629339807923	-0.570008671867211
cyn-8	-0.56789361702654	-0.350856352022457	0.232638741723781
T13H5.8	-0.62188838409154	-0.356591955551921	0.0517026322553703
F33H2.2	-0.679872147015062	-0.386379815280835	-0.0131469413044417
F26G1.1	-0.677091677212042	-0.369595194216869	-0.092744855963892
tnc-2	-2.70801014371456	0	0
aspm-1	-0.692173373475283	-0.760248345223579	-0.402819960672611
M05D6.2	-0.580748229638913	-0.0140410701082599	-0.189045762450522
T08A11.2	-0.588525484040486	-0.528647580775153	-0.203917165000715
R09F10.3	-0.610428380678064	0.0345695302482503	-0.155129411384177
F45C12.15	-0.580162350268328	-1.48185027428132	0.955245163292525
Y32H12A.8	-0.879694007909986	-0.711749720798224	-0.235888575616354
F13E6.1	-0.593761292294064	0.143820456099769	-1.38741077718436
Y40C5A.4	-1.28297300071337	-0.637872402526995	0
set-4	-0.593364547360954	-0.0808481023946539	-0.252542837164049
H28G03.2	-0.725360727204419	0.107060023336295	0.983493440941066
C17E7.4	-0.574001642218826	-0.413382471164016	-0.204834043110504
fli-1	-0.834508844641276	-0.256233779093879	-0.128951247757868
ger-1	-0.886517593939125	-0.487354314049802	1.34965888636994
egl-4	-0.578527006929545	-0.519812356823968	-0.0921329969084392
K09E9.3	-0.605199703614611	0.469697755670416	-0.0401093617327365
mig-5	-0.571083450400698	-0.484817532261488	-0.043792542575255
kin-4	-0.571789007043878	-0.518344635141328	-0.0957903860746481
msh-4	-0.882679659763396	0.464250159768334	-1.38170022861512
mel-28	-0.699164742686179	-0.841749025016443	-0.681606118368108
thoc-2	-0.623989683383094	-0.413960509673595	0.101425088814092
nas-3	-3.22364441000497	0	0
spr-4	-0.657249784235208	-0.26194406946158	-0.78084603297974
plst-1	-1.20527503491727	2.57058358062288	-0.664080944907827
flh-1	-0.61422974424126	-0.610775249352899	-0.452358732171476
F10C2.4	-0.583572665638791	-0.216989575238745	-0.132262641833809
imp-3	-0.623783395633935	0.5966397620823	-0.79796368377038
F41H10.3	-0.563110200124759	-0.640725811024079	0.535962921807857
pmt-2	-1.68130340710363	0.276194225270817	4.26092866257944
C50F4.1	-3.41819314378631	0	0
W03D2.7	-3.59513205382975	0	0
fat-4	-0.544077934314124	-0.11659899058455	-0.0149245506133783
K09H9.1	-1.31653635710383	1.59302329680026	0
reps-1	-2.00476442410726	0.109474373124068	-3.72436969612744
Y37H2A.12	-0.762968903721047	-0.819886181665683	-1.43886118288355
ZK666.12	-3.38589542554632	0	0
T05F1.4	-0.565619173807234	-0.9456458142416	-0.237718937105319
C36A4.4	-0.733018038941117	-0.311877862792196	-0.0214396610477748
D2085.3	-0.630548183576652	-0.598099886295234	-0.0297627446694743
npp-21	-0.591224242957148	-1.02631083526242	-0.132537289975131
W02D7.5	-0.641403280573284	-0.551193811401823	-0.645013049447853
hcp-4	-0.570219926957178	-0.976322986184602	-0.0134860212147346
ZC513.5	-0.533738303207491	1.31182074896023	-0.347181587398297
cnp-3	-0.727937015902232	-0.365094902008215	-0.0122888350810763
H12D21.11	-3.65812504190037	0	0
dhc-1	-0.659342546254519	-0.547414746823346	-0.430793851654508
scc-1	-0.531113944493744	0.203289490300018	-0.17142477211828
M106.3	-0.556403356523263	-0.475490034974869	-1.24183011583116
F54H12.5	-0.86761103186626	-0.297288117632913	-0.451714050960364
hmg-4	-0.60434952494287	0.0307521330284161	0.0253376853652973
Y54E10A.3	-0.552110741678652	-0.762703788856528	0.103263930147393
ZC376.6	-0.607732902799273	-0.38247405926041	-0.566625110815913
hsf-1	-0.53291389241235	-0.344595465913915	-0.107287981511922
ccch-5	-0.597943673029879	-0.253437125638192	0.360611102932244
met-2	-0.648606314551534	-0.0383955899467106	0.0247740483461921
T05H4.11	-0.539106501400548	-0.307084879256431	-0.6468437214041
C50F2.2	-0.628627564533764	-0.396123918837118	0.0956772428514716
F31C3.2	-0.613701690576102	-0.152654918984714	-0.257210388793849
gcs-1	-0.602392948072942	-0.693368278287183	-0.27544981817577
fem-3	-0.57470512860644	0.160974425493607	0.00926937068257636
clec-266	-0.886351274653961	-1.16960088736053	-0.547870375775626
