PROBEID	WORMBASE	UNIGENE	GENENAME	ALIAS	ENTREZID	display
180964_s_at	WBGene00010364	Cel.21614	Protein H04D03.3	H04D03.3	186680	H04D03.3
180965_at	WBGene00021018	Cel.38878	Protein W04B5.1	W04B5.1	175362	W04B5.1
180966_s_at	WBGene00021018	Cel.38878	Protein W04B5.1	W04B5.1	175362	W04B5.1
180967_at	WBGene00016953	Cel.17696	Protein C55C3.3	C55C3.3	177347	C55C3.3
180968_at	WBGene00020209	Cel.17817	Protein T04C9.1	T04C9.1	175849	T04C9.1
180969_s_at	WBGene00020209	Cel.17817	Protein T04C9.1	T04C9.1	175849	T04C9.1
180970_at	WBGene00012724	Cel.28135	Protein SRE-48	sre-48	189762	sre-48
180971_at	WBGene00006209	Cel.12175	Protein STR-164	str-164	189408	str-164
180972_at	WBGene00020530	Cel.30710	Protein T15B12.1	T15B12.1	188527	T15B12.1
180973_at	WBGene00018646	Cel.12890	Protein F49F1.6	F49F1.6	186063	F49F1.6
180974_at	WBGene00007499	Cel.15906	Protein C09H10.5	C09H10.5	182478	C09H10.5
180975_at	WBGene00013580	Cel.29948	Protein Y79H2A.3	Y79H2A.3	176638	Y79H2A.3
180976_s_at	WBGene00010351	Cel.17059	Protein CBD-1	cbd-1	178061	cbd-1
180977_at	WBGene00017100	Cel.26261	Protein E02H9.2	E02H9.2	183999	E02H9.2
180978_at	WBGene00019759	Cel.646	Protein M03F4.6	M03F4.6	180768	M03F4.6
180979_at	WBGene00001694	Cel.3621	Protein GRD-5	grd-5	179244	grd-5
180980_at	WBGene00009924	Cel.22951	Protein F52B11.1	F52B11.1	178363	F52B11.1
180981_at	NA	Cel.13986	Protein Y51H1A.2	Y51H1A.2	175037	Y51H1A.2
180982_at	WBGene00009152	Cel.35618	Protein F26D2.14	F26D2.14	184968	F26D2.14
180983_at	WBGene00009874	Cel.12912	Protein F49C12.4	F49C12.4	186027	F49C12.4
180984_at	WBGene00019591	Cel.14769	Protein FBXC-25	fbxc-25	187235	fbxc-25
180985_s_at	WBGene00009797	Cel.5722	Protein F46G10.2	F46G10.2	181454	F46G10.2
180986_s_at	WBGene00015996	Cel.13503	Protein C18H7.6	C18H7.6	176886	C18H7.6
180986_s_at	NA	Cel.13503	Protein C18H7.13	C18H7.13	13191994	C18H7.13
180987_at	WBGene00004350	Cel.17942	Protein RGS-7	rgs-7	180645	rgs-7
180988_at	WBGene00012808	Cel.28171	Protein Y43F8A.1	Y43F8A.1	189865	Y43F8A.1
180989_at	WBGene00015489	Cel.2719	Protein C05E4.7	C05E4.7	182263	C05E4.7
180990_at	WBGene00017446	Cel.10990	Protein F14B8.4	F14B8.4	184451	F14B8.4
180991_at	WBGene00006236	Cel.26516	Protein STR-200	str-200	184732	str-200
180992_s_at	WBGene00006236	Cel.26516	Protein STR-200	str-200	184732	str-200
180992_s_at	WBGene00006235	Cel.28379	Protein STR-199	str-199	190524	str-199
180993_at	WBGene00016286	Cel.25973	Protein C31H1.1	C31H1.1	183094	C31H1.1
180994_at	WBGene00015682	Cel.4835	Protein C10G8.3	C10G8.3	182502	C10G8.3
180995_at	NA	NA	NA	NA	NA	180995_at
180996_at	WBGene00015364	Cel.25663	Protein NPR-19	npr-19	182130	npr-19
180997_at	WBGene00016399	Cel.5699	Protein C34D4.3	C34D4.3	177488	C34D4.3
180998_at	WBGene00015117	Cel.11536	Protein B0294.1	B0294.1	181908	B0294.1
180999_at	WBGene00020595	Cel.330	Protein T20B5.2	T20B5.2	181162	T20B5.2
181000_s_at	WBGene00000201	Cel.22607	Protein ARX-3	arx-3	3565442	arx-3
181001_at	WBGene00022826	Cel.9205	Protein ZK816.3	ZK816.3	191430	ZK816.3
181002_at	WBGene00018337	Cel.12948	Protein F42A9.8	F42A9.8	185656	F42A9.8
181003_at	WBGene00015170	Cel.25621	Protein B0410.1	B0410.1	181981	B0410.1
181004_s_at	WBGene00020375	Cel.6898	Protein T09B4.1	T09B4.1	172305	T09B4.1
181005_at	WBGene00020174	Cel.14480	Protein T02H6.4	T02H6.4	188004	T02H6.4
181006_at	NA	NA	NA	NA	NA	181006_at
181007_at	WBGene00018730	Cel.29412	Protein F53A9.7	F53A9.7	186146	F53A9.7
181008_at	WBGene00007601	Cel.7566	Protein C15C6.2	C15C6.2	173099	C15C6.2
181009_at	WBGene00017417	Cel.26394	Protein F13B6.2	F13B6.2	184408	F13B6.2
181010_s_at	WBGene00003858	Cel.16882	Protein OGT-1	ogt-1	176000	ogt-1
181011_at	WBGene00016461	Cel.23164	Protein C35E7.9	C35E7.9	172987	C35E7.9
181012_s_at	WBGene00235363	NA	Protein F49F1.3	F49F1.3	177173	F49F1.3
181012_s_at	WBGene00235364	NA	Protein F49F1.3	F49F1.3	177173	F49F1.3
181013_at	NA	Cel.27338	Protein HPO-16	hpo-16	187398	hpo-16
181014_at	WBGene00016542	Cel.13360	Protein C39H7.4	C39H7.4	183349	C39H7.4
181015_at	NA	Cel.13319	Protein CDH-10	cdh-10	183476	cdh-10
181016_at	WBGene00008025	Cel.26041	Protein C39B10.5	C39B10.5	183334	C39B10.5
181017_at	WBGene00015809	Cel.10835	Protein C16A3.4	C16A3.4	175905	C16A3.4
181018_s_at	WBGene00012858	Cel.19426	Protein Y44F5A.1	Y44F5A.1	175547	Y44F5A.1
181019_at	NA	NA	NA	NA	NA	181019_at
181020_at	WBGene00018900	Cel.12863	Protein ROD-1	rod-1	177520	rod-1
181021_at	WBGene00019103	Cel.3290	Protein F59D6.1	F59D6.1	186612	F59D6.1
181022_s_at	WBGene00017101	Cel.21342	Protein E02H9.3	E02H9.3	175366	E02H9.3
181022_s_at	WBGene00016763	Cel.13292	Protein C49A9.9	C49A9.9	177383	C49A9.9
181023_s_at	WBGene00011713	Cel.34191	Protein T11F9.12	T11F9.12	179579	T11F9.12
181024_at	WBGene00016284	Cel.25969	Protein C31B8.9	C31B8.9	183080	C31B8.9
181025_at	NA	Cel.23661	Protein E04A4.3	E04A4.3	184034	E04A4.3
181026_at	WBGene00016287	Cel.13432	Protein C31H1.2	C31H1.2	183095	C31H1.2
181027_at	WBGene00012777	Cel.1791	Protein LACT-8	lact-8	189839	lact-8
181028_at	WBGene00022584	Cel.1390	Protein ZC266.1	ZC266.1	191134	ZC266.1
181029_at	WBGene00015222	Cel.9415	Protein B0507.5	B0507.5	182012	B0507.5
181030_at	WBGene00005531	Cel.11786	Protein SRI-19	sri-19	190552	sri-19
181031_at	NA	NA	NA	NA	NA	181031_at
181032_at	WBGene00077759	Cel.27676	Protein T11F1.9	T11F1.9	7040129	T11F1.9
181033_at	NA	NA	NA	NA	NA	181033_at
181034_at	WBGene00021178	Cel.25552	Protein Y9C9A.8	Y9C9A.8	177261	Y9C9A.8
181035_at	WBGene00008982	Cel.26514	Protein SRSX-2	srsx-2	184730	srsx-2
181036_at	WBGene00005911	Cel.27496	Protein SRX-20	srx-20	187875	srx-20
181037_at	WBGene00002148	Cel.17716	Protein GON-14	gon-14	179052	gon-14
181038_at	WBGene00007581	Cel.6944	Protein ALKB-8	alkb-8	175476	alkb-8
181039_at	WBGene00011807	Cel.5853	Protein T16G12.6	T16G12.6	176420	T16G12.6
181040_at	WBGene00018791	Cel.26971	Protein F54C1.6	F54C1.6	186219	F54C1.6
181041_at	WBGene00017308	Cel.11022	Protein F09F9.3	F09F9.3	184264	F09F9.3
181042_at	WBGene00005499	Cel.28688	Protein SRH-295	srh-295	191502	srh-295
181043_s_at	NA	NA	NA	NA	NA	181043_s_at
181044_s_at	WBGene00015244	Cel.10923	Protein B0524.5	B0524.5	175333	B0524.5
181045_at	WBGene00006780	Cel.23117	Protein UNC-44	unc-44	177366	unc-44
181046_s_at	WBGene00004990	Cel.9145	Protein SPP-5	spp-5	180994	spp-5
181046_s_at	WBGene00044442	Cel.33164	Protein T08A9.13	T08A9.13	3896870	T08A9.13
181047_at	WBGene00015118	Cel.24797	Protein B0294.3	B0294.3	181910	B0294.3
181048_at	WBGene00010032	Cel.26970	Protein F54B11.9	F54B11.9	186216	F54B11.9
181049_at	WBGene00005718	Cel.24009	Protein SRV-7	srv-7	259994	srv-7
181050_at	WBGene00016800	Cel.10691	Protein C50C3.2	C50C3.2	176154	C50C3.2
181051_at	WBGene00020574	Cel.332	Protein T19D7.6	T19D7.6	188606	T19D7.6
181052_at	WBGene00017840	Cel.15307	Protein TTM-2	ttm-2	184995	ttm-2
181053_s_at	WBGene00000247	Cel.12317	Protein BEC-1	bec-1	177345	bec-1
181054_at	WBGene00016691	Cel.26095	Protein SRBC-23	srbc-23	183490	srbc-23
181055_at	WBGene00020571	Cel.336	Protein LPR-7	lpr-7	180415	lpr-7
181056_at	WBGene00016289	Cel.8380	Protein LNTL-1	lntl-1	183098	lntl-1
181057_at	WBGene00020508	Cel.354	Protein T14F9.2	T14F9.2	188500	T14F9.2
181058_at	WBGene00021176	Cel.12176	Protein Y9C9A.1	Y9C9A.1	189407	Y9C9A.1
181059_at	WBGene00018838	Cel.34417	Protein F54G2.2	F54G2.2	186260	F54G2.2
181060_s_at	WBGene00017163	Cel.10640	Protein DNPP-1	dnpp-1	175822	dnpp-1
181061_at	NA	NA	NA	NA	NA	181061_at
181062_at	WBGene00018338	Cel.24562	Protein F42A9.9	F42A9.9	185657	F42A9.9
181063_at	WBGene00019436	Cel.6341	Protein K06A9.2	K06A9.2	180493	K06A9.2
181064_at	WBGene00020329	Cel.14420	Protein BATH-26	bath-26	173531	bath-26
181065_at	WBGene00000524	Cel.9219	Protein CLC-3	clc-3	180625	clc-3
181066_at	WBGene00006830	Cel.19508	Protein UNC-103	unc-103	175527	unc-103
181067_at	WBGene00015777	Cel.6659	Protein SFXN-2	sfxn-2	181054	sfxn-2
181068_at	WBGene00001495	Cel.1093	Protein FRM-9	frm-9	266949	frm-9
181068_at	WBGene00001495	Cel.40104	Protein FRM-9	frm-9	266949	frm-9
181069_at	WBGene00020194	Cel.430	Protein T03G6.1	T03G6.1	188029	T03G6.1
181070_at	WBGene00003144	Cel.7431	Protein MAX-2	max-2	3565400	max-2
181071_at	WBGene00017105	Cel.36777	Protein E02H9.7	E02H9.7	184002	E02H9.7
181072_at	WBGene00004182	Cel.38666	Protein PRK-1	prk-1	175980	prk-1
181073_at	WBGene00001127	Cel.6550	Protein DYF-11	dyf-11	180421	dyf-11
181074_at	WBGene00006680	Cel.20164	Protein TWK-28	twk-28	183714	twk-28
181075_at	WBGene00005914	Cel.26659	Protein SRX-23	srx-23	185164	srx-23
181076_at	WBGene00016907	Cel.17790	Protein C53H9.2	C53H9.2	171749	C53H9.2
181077_at	WBGene00005871	Cel.26075	Protein SRW-124	srw-124	183440	srw-124
181078_at	NA	Cel.27204	Protein K04F1.6	K04F1.6	186992	K04F1.6
181079_at	WBGene00012312	Cel.1997	Protein W06G6.10	W06G6.10	189260	W06G6.10
181080_at	WBGene00022821	Cel.9207	Protein ZK813.2	ZK813.2	191428	ZK813.2
181081_at	WBGene00008686	Cel.6895	Protein F11A10.5	F11A10.5	178152	F11A10.5
181082_at	WBGene00022769	Cel.9218	Protein ZK563.5	ZK563.5	180626	ZK563.5
181083_at	WBGene00012756	Cel.9808	Protein Y41C4A.9	Y41C4A.9	176604	Y41C4A.9
181084_at	NA	NA	NA	NA	NA	181084_at
181085_at	WBGene00016668	Cel.26086	Protein ILYS-1	ilys-1	183474	ilys-1
181086_at	WBGene00007597	Cel.19238	Protein C15A11.2	C15A11.2	182625	C15A11.2
181087_at	WBGene00022838	Cel.28683	Protein ZK993.2	ZK993.2	191481	ZK993.2
181088_at	WBGene00012273	Cel.9763	Protein W05B2.7	W05B2.7	176529	W05B2.7
181089_at	WBGene00005776	Cel.26590	Protein SRW-29	srw-29	184965	srw-29
181090_at	WBGene00011809	Cel.10045	Protein T16G12.8	T16G12.8	176418	T16G12.8
181091_at	WBGene00013474	Cel.22855	Protein Y69E1A.2	Y69E1A.2	177992	Y69E1A.2
181092_at	WBGene00019996	Cel.29129	Protein R10F2.5	R10F2.5	187786	R10F2.5
181093_at	WBGene00005912	Cel.3803	Protein SRX-21	srx-21	185166	srx-21
181094_at	WBGene00015465	Cel.23589	Protein C05C8.8	C05C8.8	182247	C05C8.8
181095_at	WBGene00004128	Cel.9028	Protein PQN-41	pqn-41	175335	pqn-41
181096_at	WBGene00001076	Cel.6772	Protein DPY-17	dpy-17	175696	dpy-17
181097_at	WBGene00020662	Cel.2218	Protein T21H3.1	T21H3.1	178615	T21H3.1
181098_at	WBGene00022770	Cel.9217	Protein ACP-1	acp-1	180627	acp-1
181099_at	WBGene00018789	Cel.18645	Protein F54C1.1	F54C1.1	172126	F54C1.1
181100_at	WBGene00018313	Cel.23737	Protein F41H8.2	F41H8.2	185639	F41H8.2
181101_at	WBGene00018897	Cel.18622	Protein F55F8.9	F55F8.9	172230	F55F8.9
181102_at	WBGene00005760	Cel.26063	Protein SRW-13	srw-13	183390	srw-13
181103_s_at	WBGene00001983	Cel.5155	Protein HOE-1	hoe-1	177241	hoe-1
181104_at	NA	NA	NA	NA	NA	181104_at
181105_at	WBGene00005006	Cel.18389	Protein SPR-1	spr-1	179192	spr-1
181106_at	WBGene00018114	Cel.3691	Protein SRT-41	srt-41	185392	srt-41
181107_at	WBGene00005815	Cel.4026	Protein SRW-68	srw-68	184640	srw-68
181108_at	WBGene00001057	Cel.10641	Protein DPF-4	dpf-4	175821	dpf-4
181109_at	WBGene00015219	Cel.9418	Protein B0507.2	B0507.2	179255	B0507.2
181110_at	WBGene00020539	Cel.27719	Protein T16D1.1	T16D1.1	188550	T16D1.1
181111_at	WBGene00001710	Cel.4687	Protein GRL-1	grl-1	182850	grl-1
181112_at	WBGene00016456	Cel.4943	Protein C35E7.4	C35E7.4	172990	C35E7.4
181113_at	WBGene00009573	Cel.1040	Protein F40E10.5	F40E10.5	185535	F40E10.5
181114_at	WBGene00018717	Cel.918	Protein F52H2.5	F52H2.5	186133	F52H2.5
181115_at	WBGene00013478	Cel.11784	Protein Y69E1A.8	Y69E1A.8	190554	Y69E1A.8
181116_at	WBGene00009457	Cel.18768	Protein F36A2.10	F36A2.10	172694	F36A2.10
181117_at	WBGene00017445	Cel.10992	Protein F14B8.2	F14B8.2	184450	F14B8.2
181118_at	WBGene00077751	Cel.26404	Protein F14D2.17	F14D2.17	7040177	F14D2.17
181119_s_at	WBGene00018355	Cel.6487	Protein CEH-86	ceh-86	173597	ceh-86
181120_at	WBGene00008701	Cel.36682	Protein F11D11.6	F11D11.6	184353	F11D11.6
181120_at	WBGene00045361	Cel.37703	Protein CLEC-253	clec-253	6418720	clec-253
181121_at	WBGene00016714	Cel.26105	Protein C46F2.1	C46F2.1	183512	C46F2.1
181122_at	WBGene00017748	Cel.20276	Protein F23F1.7	F23F1.7	184904	F23F1.7
181123_at	WBGene00019331	Cel.36455	Protein DOS-3	dos-3	186905	dos-3
181124_at	WBGene00010389	Cel.27123	Protein SRZ-31	srz-31	186736	srz-31
181125_at	WBGene00003711	Cel.19970	Protein NHR-121	nhr-121	184003	nhr-121
181126_at	WBGene00006199	Cel.12170	Protein STR-153	str-153	189413	str-153
181127_s_at	WBGene00015813	Cel.17410	Protein THOC-2	thoc-2	175900	thoc-2
181128_at	WBGene00000793	Cel.19765	Protein CRH-1	crh-1	176597	crh-1
181129_at	WBGene00015223	Cel.36760	Protein B0507.6	B0507.6	182013	B0507.6
181129_at	WBGene00202499	Cel.39794	Protein B0507.15	B0507.15	13214121	B0507.15
181130_s_at	WBGene00013473	Cel.11791	Protein Y69E1A.1	Y69E1A.1	177991	Y69E1A.1
181130_s_at	WBGene00011795	Cel.2295	Protein T16A9.5	T16A9.5	179924	T16A9.5
181131_at	WBGene00018770	Cel.29050	Protein F53G2.8	F53G2.8	186187	F53G2.8
181132_s_at	WBGene00018647	Cel.12889	Protein F49F1.7	F49F1.7	177177	F49F1.7
181133_at	WBGene00017116	Cel.25294	Protein FBXB-78	fbxb-78	184032	fbxb-78
181134_at	WBGene00012754	Cel.9810	Protein Y41C4A.7	Y41C4A.7	176600	Y41C4A.7
181135_at	NA	Cel.30502	Protein FBXB-74	fbxb-74	177210	fbxb-74
181136_s_at	WBGene00009926	Cel.5884	Protein NOAH-2	noah-2	178365	noah-2
181137_at	WBGene00009796	Cel.17694	Protein F46G10.1	F46G10.1	185875	F46G10.1
181138_at	WBGene00010073	Cel.23768	Protein F54F12.2	F54F12.2	186259	F54F12.2
181139_at	WBGene00008772	Cel.30648	Protein F13G11.2	F13G11.2	184432	F13G11.2
181140_at	WBGene00020568	Cel.338	Protein T19D2.3	T19D2.3	180676	T19D2.3
181141_at	WBGene00020176	Cel.27534	Protein T02H6.6	T02H6.6	188005	T02H6.6
181142_at	WBGene00015002	Cel.16087	Protein B0034.1	B0034.1	181817	B0034.1
181143_at	WBGene00003744	Cel.25030	Protein NLP-6	nlp-6	188798	nlp-6
181144_at	WBGene00013581	Cel.29152	Protein Y79H2A.4	Y79H2A.4	190740	Y79H2A.4
181145_at	WBGene00009592	Cel.34527	Protein F40F12.3	F40F12.3	185551	F40F12.3
181146_at	WBGene00016139	Cel.10804	Protein NTL-9	ntl-9	175669	ntl-9
181147_s_at	WBGene00020596	Cel.5672	Protein OGA-1	oga-1	181164	oga-1
181148_at	WBGene00007711	Cel.19198	Protein C25A1.12	C25A1.12	172888	C25A1.12
181149_at	WBGene00018216	Cel.36511	Protein F40A3.1	F40A3.1	185506	F40A3.1
181150_s_at	WBGene00020673	Cel.309	Protein T22B7.4	T22B7.4	180831	T22B7.4
181151_at	WBGene00016132	Cel.25927	Protein C26B9.2	C26B9.2	182931	C26B9.2
181152_at	WBGene00004988	Cel.31314	Protein SPP-3	spp-3	180993	spp-3
181152_at	WBGene00004987	Cel.20152	Protein SPP-2	spp-2	259714	spp-2
181153_s_at	WBGene00012226	Cel.38980	Protein W03G11.4	W03G11.4	181377	W03G11.4
181154_at	WBGene00022602	Cel.28583	Protein ZC404.7	ZC404.7	191156	ZC404.7
181155_at	NA	Cel.26221	Protein C55C3.2	C55C3.2	183852	C55C3.2
181156_at	WBGene00004989	Cel.389	Protein SPP-4	spp-4	188266	spp-4
181157_at	WBGene00000817	Cel.13634	Protein CSN-5	csn-5	177342	csn-5
181158_s_at	WBGene00002976	Cel.17063	Protein LEV-9	lev-9	180903	lev-9
181159_s_at	NA	Cel.5620	Protein F15E6.9	F15E6.9	177194	F15E6.9
181160_at	NA	NA	NA	NA	NA	181160_at
181161_at	WBGene00044071	Cel.30613	Protein TAG-233	tag-233	181109	tag-233
181162_s_at	WBGene00020184	NA	Protein T03F1.1	T03F1.1	171968	T03F1.1
181163_at	WBGene00005818	Cel.26480	Protein SRW-71	srw-71	184642	srw-71
181164_at	WBGene00016507	Cel.4561	Protein C37H5.3	C37H5.3	178877	C37H5.3
181165_at	WBGene00015224	Cel.36759	Protein B0507.7	B0507.7	182014	B0507.7
181166_s_at	WBGene00008687	Cel.39485	Protein F11A10.6	F11A10.6	178149	F11A10.6
181167_at	WBGene00001823	Cel.18053	Protein HAP-1	hap-1	175724	hap-1
181168_at	WBGene00016398	Cel.13387	Protein C34D4.2	C34D4.2	177489	C34D4.2
181169_at	WBGene00011805	Cel.10047	Protein T16G12.4	T16G12.4	188556	T16G12.4
181170_s_at	WBGene00006713	Cel.6656	Protein UBC-18	ubc-18	175985	ubc-18
181171_at	WBGene00016292	Cel.6841	Protein TBC-7	tbc-7	180784	tbc-7
181171_at	WBGene00206484	Cel.38477	Protein C31H2.14	C31H2.14	13220525	C31H2.14
181172_s_at	WBGene00016292	Cel.6841	Protein TBC-7	tbc-7	180784	tbc-7
181173_at	WBGene00017839	Cel.36915	Protein F26G1.3	F26G1.3	184994	F26G1.3
181174_at	WBGene00018769	Cel.38757	Protein MNAT-1	mnat-1	173602	mnat-1
181175_at	NA	Cel.390	Protein T08A9.6	T08A9.6	188265	T08A9.6
181176_s_at	WBGene00009460	Cel.24098	Protein F36A2.13	F36A2.13	172697	F36A2.13
181177_at	NA	NA	NA	NA	NA	181177_at
181178_at	WBGene00005183	Cel.4837	Protein SRG-26	srg-26	182500	srg-26
181179_s_at	WBGene00008648	Cel.18965	Protein F10D11.2	F10D11.2	172633	F10D11.2
181180_at	WBGene00004370	Cel.6793	Protein RIG-3	rig-3	180958	rig-3
181181_at	WBGene00020786	Cel.19803	Protein T25B2.2	T25B2.2	180887	T25B2.2
181182_at	WBGene00020034	Cel.148	Protein R12E2.8	R12E2.8	172003	R12E2.8
181183_at	WBGene00006213	Cel.12173	Protein STR-169	str-169	189410	str-169
181184_at	WBGene00006212	Cel.28016	Protein STR-168	str-168	189412	str-168
181185_at	WBGene00005488	Cel.26108	Protein SRH-283	srh-283	183527	srh-283
181186_s_at	WBGene00005488	Cel.26108	Protein SRH-283	srh-283	183527	srh-283
181186_s_at	WBGene00005489	Cel.26109	Protein SRH-284	srh-284	183528	srh-284
181187_at	WBGene00016867	Cel.20165	Protein C52B9.4	C52B9.4	180699	C52B9.4
181188_at	WBGene00016434	Cel.13378	Protein C35B1.4	C35B1.4	177166	C35B1.4
181189_s_at	WBGene00006735	Cel.17669	Protein ULA-1	ula-1	266650	ula-1
181190_at	WBGene00018837	Cel.878	Protein F54G2.1	F54G2.1	180562	F54G2.1
181191_at	WBGene00006964	Cel.14046	Protein XRN-2	xrn-2	175071	xrn-2
181192_at	WBGene00009458	Cel.18767	Protein F36A2.11	F36A2.11	185337	F36A2.11
181193_at	WBGene00020663	Cel.2217	Protein CUTL-22	cutl-22	188704	cutl-22
181194_s_at	WBGene00009610	Cel.18730	Protein OAC-28	oac-28	185605	oac-28
181194_s_at	WBGene00009615	Cel.18730	Protein OAC-28	oac-28	185605	oac-28
181194_s_at	WBGene00009615	Cel.18730	Protein OAC-25	oac-25	185610	oac-25
181194_s_at	WBGene00009610	Cel.18730	Protein OAC-25	oac-25	185610	oac-25
181195_at	WBGene00010175	Cel.27040	Protein F56H11.2	F56H11.2	186425	F56H11.2
181196_at	WBGene00011463	Cel.410	Protein T05A10.6	T05A10.6	188097	T05A10.6
181197_at	WBGene00016060	Cel.5249	Protein MMS-19	mms-19	178935	mms-19
181198_at	NA	Cel.26277	Protein FBXB-80	fbxb-80	184033	fbxb-80
181199_at	WBGene00015993	Cel.13508	Protein C18H7.1	C18H7.1	176888	C18H7.1
181200_at	WBGene00020376	Cel.16781	Protein T09B4.2	T09B4.2	172304	T09B4.2
181201_at	WBGene00018479	Cel.3568	Protein OTPL-6	otpl-6	185807	otpl-6
181202_at	WBGene00017838	Cel.15309	Protein F26G1.2	F26G1.2	184993	F26G1.2
181203_at	WBGene00022596	Cel.29177	Protein ZC395.4	ZC395.4	191151	ZC395.4
181204_at	WBGene00018609	Cel.10455	Protein F48E8.2	F48E8.2	175752	F48E8.2
181205_at	WBGene00008310	Cel.4377	Protein C54E10.6	C54E10.6	180228	C54E10.6
181206_at	NA	NA	NA	NA	NA	181206_at
181207_at	WBGene00017120	Cel.26278	Protein TCTN-1	tctn-1	184035	tctn-1
181208_at	WBGene00020430	Cel.27674	Protein T11F1.6	T11F1.6	188413	T11F1.6
181209_at	WBGene00020069	Cel.5965	Protein R13H7.2	R13H7.2	177450	R13H7.2
181210_at	WBGene00016131	Cel.6814	Protein C26B9.1	C26B9.1	180807	C26B9.1
181211_at	WBGene00021028	Cel.27936	Protein W04C9.6	W04C9.6	189185	W04C9.6
181212_at	WBGene00006791	Cel.16827	Protein UNC-57	unc-57	172078	unc-57
181213_s_at	WBGene00001832	NA	Protein HCP-4	hcp-4	171964	hcp-4
181214_at	WBGene00022810	Cel.9210	Protein ZK721.3	ZK721.3	191416	ZK721.3
181215_at	WBGene00011896	Cel.2220	Protein T21C9.11	T21C9.11	188689	T21C9.11
181216_s_at	WBGene00013181	Cel.20717	Protein Y53H1B.2	Y53H1B.2	173020	Y53H1B.2
181217_at	WBGene00016291	Cel.7372	Protein C31H1.8	C31H1.8	177351	C31H1.8
181218_at	WBGene00018285	Cel.4912	Protein SMK-1	smk-1	179243	smk-1
181219_at	WBGene00008999	Cel.23054	Protein F21A10.2	F21A10.2	181229	F21A10.2
181220_at	WBGene00016893	Cel.11145	Protein C53B7.2	C53B7.2	183744	C53B7.2
181221_s_at	WBGene00018613	Cel.10453	Protein SKPT-1	skpt-1	175749	skpt-1
181222_s_at	WBGene00006477	Cel.22988	Protein TAG-130	tag-130	181125	tag-130
181223_at	WBGene00003527	Cel.20243	Protein NAS-8	nas-8	183207	nas-8
181224_at	WBGene00017014	Cel.11104	Protein DYLT-2	dylt-2	183892	dylt-2
181225_at	WBGene00009045	Cel.15336	Protein F22B5.10	F22B5.10	174352	F22B5.10
181226_at	WBGene00008024	Cel.26040	Protein C39B10.4	C39B10.4	183333	C39B10.4
181227_at	WBGene00008545	Cel.15519	Protein F07A11.1	F07A11.1	184110	F07A11.1
181228_at	WBGene00017486	Cel.13123	Protein F15E6.5	F15E6.5	184534	F15E6.5
181229_at	WBGene00017743	Cel.15317	Protein F23F1.2	F23F1.2	184900	F23F1.2
181230_at	WBGene00019327	Cel.7864	Protein ZIP-2	zip-2	175240	zip-2
181231_at	WBGene00013579	Cel.25048	Protein Y79H2A.2	Y79H2A.2	190739	Y79H2A.2
181231_at	WBGene00043997	Cel.31476	Protein Y79H2A.12	Y79H2A.12	3564868	Y79H2A.12
181232_at	WBGene00020344	Cel.27629	Protein T08B2.3	T08B2.3	188272	T08B2.3
181233_at	WBGene00020210	Cel.27551	Protein T04C9.2	T04C9.2	188054	T04C9.2
181234_at	WBGene00008023	NA	Protein C39B10.3	C39B10.3	183332	C39B10.3
181235_at	NA	NA	NA	NA	NA	181235_at
181236_at	WBGene00006464	Cel.14425	Protein BATH-47	bath-47	173532	bath-47
181237_at	WBGene00017721	Cel.26560	Protein F22F7.3	F22F7.3	184862	F22F7.3
181238_at	WBGene00020667	Cel.27773	Protein T22B2.3	T22B2.3	188718	T22B2.3
181239_s_at	WBGene00021220	Cel.34514	Protein C01B4.8	C01B4.8	182055	C01B4.8
181239_s_at	WBGene00015272	Cel.34514	Protein C01B4.8	C01B4.8	182055	C01B4.8
181239_s_at	WBGene00021220	Cel.34430	Protein Y19D10A.5	Y19D10A.5	189483	Y19D10A.5
181239_s_at	WBGene00015272	Cel.34430	Protein Y19D10A.5	Y19D10A.5	189483	Y19D10A.5
181240_at	WBGene00005885	Cel.34503	Protein SRW-138	srw-138	183442	srw-138
181241_at	WBGene00018477	Cel.26837	Protein OTPL-4	otpl-4	185805	otpl-4
181242_s_at	NA	Cel.19978	Protein C18H2.3	C18H2.3	176081	C18H2.3
181243_at	WBGene00016512	Cel.20931	Protein C38C3.3	C38C3.3	178642	C38C3.3
181244_at	WBGene00005053	Cel.26476	Protein SRA-27	sra-27	184633	sra-27
181245_at	WBGene00015909	Cel.15833	Protein CLEC-124	clec-124	182737	clec-124
181246_at	WBGene00005876	Cel.26076	Protein SRW-129	srw-129	183441	srw-129
181247_at	WBGene00018896	Cel.18623	Protein F55F8.8	F55F8.8	186321	F55F8.8
181248_s_at	WBGene00001068	Cel.16897	Protein DPY-6	dpy-6	181099	dpy-6
181249_at	WBGene00020205	Cel.14474	Protein ARRD-1	arrd-1	173454	arrd-1
181250_at	WBGene00019452	NA	Protein K06H6.4	K06H6.4	187073	K06H6.4
181251_at	WBGene00019747	Cel.22681	Protein IPLA-1	ipla-1	173795	ipla-1
181252_at	WBGene00013576	Cel.32	Protein Y76A2B.4	Y76A2B.4	190729	Y76A2B.4
181253_at	WBGene00020377	Cel.16780	Protein T09B4.3	T09B4.3	188315	T09B4.3
181254_at	WBGene00010638	Cel.12665	Protein K07F5.14	K07F5.14	177837	K07F5.14
181254_at	WBGene00010639	Cel.18196	Protein K07F5.15	K07F5.15	177838	K07F5.15
